7,'AAAA','AGAR',0
7,'AAACK','ADAMWADI',0
7,'AAADAL','AHAMADPUR',0
7,'AAAFTJP','ADAGAON FATA',0
7,'AAAJGUJ','AMABAJI',0
7,'AAALAGED','APAPALLI',0
7,'AAALVNS','ARAWALI HOSPITAL',0
7,'AAAPS','ANAWALE',0
7,'AAARR','ARAWALI SCHOOL',0
7,'AAAWAP','AWASARI',0
7,'AABBK','ANAF BUDRUK',0
7,'AABP','ARAL',0
7,'AAD','AAD',0
7,'AADA','AADA',0
7,'AADENN','ANDHERI',0
7,'AADEWD','ASALADE WADI',0
7,'AADJJ','ALAND',0
7,'AADNK','ALANDI DAM FATA / GRAM OFFICE',0
7,'AADOHW','ALAMDOH',0
7,'AADWMLS','ANANDWAHAL',0
7,'AAEGAR','AVARE KHOPAT',0
7,'AAEJT','AKARE',0
7,'AAESGR','ASAVE',0
7,'AAGAAB','AVASGAON',0
7,'AAGAJBL','ASALGAON',0
7,'AAGG','AASGAON',0
7,'AAGO','AGADGAON',0
7,'AAHDSD','AKHADE',0
7,'AAHEND','ASHTE',0
7,'AAHIVT','AGASHI',0
7,'AAHMDR','AWASHI FATA',0
7,'AAHS','ARATHI',0
7,'AAIAOO','ARANI GAON',0
7,'AAIMLS','ADARI',0
7,'AAIODO','ARANI X RD.',0
7,'AAIPS','ARATI',0
7,'AAISD','AMALI',0
7,'AAISR','ARAWI',0
7,'AAJGK','ASALAJ CANTEEN',0
7,'AAJNNN','ANJANARI',0
7,'AAKBK','ANAF KHURD',0
7,'AAKHNPA','AGASKHAND',0
7,'AAKIDA','AAKI',0
7,'AAKSN','AGASKHIND',0
7,'AALECIR','AAKALE HIGH SCHOOL',0
7,'AALIBD','AWALI BUDRUK',0
7,'AALISC','ARAVALI SCHOOL',0
7,'AALISE','ANKALI SOCIETY',0
7,'AAMBEPN','AAMBE',0
7,'AANDWD','ANAND WADI',0
7,'AANIFT','AYANI FATA',0
7,'AARLADPR','ANJARLA RAM MANDIR',0
7,'AAS','ANGAVALI ANERA SHOP',0
7,'AASAAHW','AJANSARA',0
7,'AASIMNRT','AWASHI',0
7,'AATAGN','AJANTA GAON',0
7,'AATASA','AJANTA',0
7,'AAVGK','AGALAVE HOUSE',0
7,'AAVKRPRA','AGAVEKARVADI',0
7,'AAVL','ADIVALI',0
7,'AAVNDPGR','AVANDHE',0
7,'AAWAGP','ANADWADI',0
7,'AAWDOR','AGARWAYGANI',0
7,'AAWLVUSH','ARAWALI',0
7,'AAWY','ABAI',0
7,'ABA','AMBAVALI BUDRUK FATA',0
7,'ABAASARA','AMBAVALI BRAHMANWADI',0
7,'ABAGK','AMBEWADI',0
7,'ABAMNPR','AMBAGAON',0
7,'ABAMR','AMBVADE FATA',0
7,'ABARK','AMBABAI MANDIR',0
7,'ABASS','AMBVADE',0
7,'ABATCIR','AMABAT KHOL FATA',0
7,'ABD','AMBAD',0
7,'ABDADD','AMBODA',0
7,'ABDBP','AMBADGAON',0
7,'ABDKR','ABHYUDAY BANK KANJUR',0
7,'ABDKRMR','AMBEDKAR COLLEGE',0
7,'ABDMS','AMBAD',0
7,'ABDNN','AMBADA',0
7,'ABDP','AMBADI FATA',0
7,'ABDSGR','AMBED KHURD',0
7,'ABDSS','AMBEDARE',0
7,'ABDV','AMBAVADE',0
7,'ABECK','ALBADEVI',0
7,'ABEWDMR','AMBREWADI FATA',0
7,'ABF','ANJARLE BRIDGE FATA',0
7,'ABGANJJ','AMBEGAON',0
7,'ABGANMP','AMBEGAON',0
7,'ABGFTPP','AMBEGAON FATA',0
7,'ABHBP','AMBE GHAR',0
7,'ABHMSAR','AMBE DHUMALA / BHOJDARI FATA',0
7,'ABHNA','ABHONA',0
7,'ABI','AMBI',0
7,'ABJ','AMBAJOGAI',0
7,'ABJAAOO','AMBEJAWALGA',0
7,'ABK','AMBAK',0
7,'ABKHFT','AMBET KHOL FATA',0
7,'ABKKDR','AMBEKOND',0
7,'ABKP','AMBU',0
7,'ABKRNR','AMBEKARWADI',0
7,'ABL','ABLOLI',0
7,'ABLDOR','AMBOLI',0
7,'ABLJP','AMBOLI',0
7,'ABLPS','AMBALE',0
7,'ABLWPB','AMBELWADI',0
7,'ABNWD','AMBET NAVI WADI',0
