route_cd,route_name,internal_route_cd,ETM route_name,ETM Stage Codes
PNJ27,PANAJI-DONGURLIM via MAPUSA,PNJ27,27,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-ZATYE COLGE-SARVAN X-ADHAR HSPTL-VIJAY NAGAR-KARAPUR TSK-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-ACGL/SALELI-BHUIPAL-KUMARKHAN-REDIGHAT-NGVE/N.CROS-VALPOI-VELUS-COPARDE-HEDODE-PALE-THANE-CHARAVNE X-GOLAWALI-RIVE-DONGURLIM
PNJ28,PANAJI-DONGURLIM via MARCEL,PNJ28,28,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-ACGL/SALELI-BHUIPAL-KUMARKHAN-REDIGHAT-NGVE/N.CROS-VALPOI-VELUS-COPARDE-HEDODE-PALE-THANE-CHARAVNE X-GOLAWALI-RIVE-DONGURLIM
PNJ29,BAMBOLI GMC-SHIGNE via MARCEL,PNJ29,29,BAMBOLI GMC-ST. CRUZ X-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-ACGL/SALELI-BHUIPAL-KUMARKHAN-REDIGHAT-NGVE/N.CROS-VALPOI-SONAL CROSS-NAGARGAO-KARMALI-SHLEP-SHIGNE
PNJ3,PANAJI-VASCO,PNJ3,3,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-CORTALIM X-SNC BANK-SNC TMP/JNC-SANCOALE-UPAS NAGAR-ZUARINAGAR-ZHARI-BIRLA-MES COLLEGE-DABOLI-AIRPORT-VIDYA/RIGIN-CHICALIM-VADEM-SHIPYARD-VASCO
PNJ30,TIN BLD/COL-VALPOI via MARCEL,PNJ30,30,TIN BLD/COL-SECRETARIAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-ACGL/SALELI-BHUIPAL-KUMARKHAN-REDIGHAT-NGVE/N.CROS-VALPOI
PNJ31,TONCA-VALPOI,PNJ31,31,TONCA-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-ACGL/SALELI-BHUIPAL-KUMARKHAN-REDIGHAT-NGVE/N.CROS-VALPOI
PNJ32,PANAJI MKT-VIRDI,PNJ32,32,PANAJI MKT-FERRY BOAT-PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-ZATYE COLGE-SARVAN X-SARVAN-KARAPUR-KARAPUR PHC-KARAPUR TSK-SANKHALI-DEULWADA-KAREKHAJAN-VIRDI
PNJ33,PANAJI-VIRDI via MARCEL,PNJ33,33,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-DEULWADA-KAREKHAJAN-VIRDI
PNJ34,PANAJI-SONSHI via MARCEL,PNJ34,34,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE TMP-KUDNE-GAWTHAN-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-CHIRWAL-SOLYE TMP-AJOBA TMP-SONSHI TISK-SONSHI
PNJ35,PANAJI-SURLA,PNJ35,35,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-KANDOL TMP-AMONA-SEZA GATE-NHAVELI TMP-NHAVELI-KUDNE-GAWTHAN-SANKHALI-TULSIMALA-PARYE-MORLE COLNY-GHOTELI-KERI-KERI TOLL N-ANJUNE DAM-JAMBLIKADE-C WADYAR-CHORLA-CHAUKI-SURLA
PNJ36,PANAJI MKT-AKHADA via MARCEL,PNJ36,36,PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-TONCA-KUMBHARJUA-ST. ESTEVE-AKHADA
PNJ37,PANAJI MKT-CUPA via MARCEL,PNJ37,37,PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-TONCA-ST. ESTEVE-CUPA
PNJ38,PANAJI-VEREM via MARCEL,PNJ38,38,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-TIVRE BUILD-TIVREM-MARCEL-TAMSULI-BETKI HSPTL-BETKI-GHANO-SAVAI-SATERI BHAT-VOLVOI-VEREM
PNJ39,MARCEL-VOLVOI via BETKI,PNJ39,39,MARCEL-TAMSULI-BETKI HSPTL-BETKI-GHANO-SAVAI-SATERI BHAT-VOLVOI
PNJ4,PANAJI-HARBOUR via CORTALIM,PNJ185,185,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-SANCOALE-S CONVENT-ZAREER-ZUYAR-DABOLI-CHICALIM-VADEM-SHIPYARD-VASCO-SADA-HARBOUR
PNJ4,PANAJI-HARBOUR via CORTALIM,PNJ4,4,PANAJI-ST. CRUZ X-BAMBOLI GMC-BAMBOLI W/S-SIRDON/ZUAR-GOA VELHA-PILLAR-AGASSAIM-CORTALIM-SANCOALE-S CONVENT-ZAREER-ZUYAR-DABOLI-CHICALIM-VADEM-SHIPYARD-VASCO-SADA-HARBOUR
PNJ4,PANAJI-HARBOUR via CORTALIM,VSD8,8,HARBOUR-SADA-VASCO-SHIPYARD-VADEM-CHICALIM-DABOLI-ZUYAR-ZAREER-S CONVENT-SANCOALE-CORTALIM-AGASSAIM-PILLAR-GOA VELHA-SIRDON/ZUAR-BAMBOLI W/S-BAMBOLI GMC-ST. CRUZ X-PANAJI
PNJ40,SANKHALI-GHADIWADA,PNJ40,40,SANKHALI-GAWTHAN-KUDNE-NHAVELI-CEMENT FACT-MAINA-SURLA-BARAZAN-VELGUEM-GHADIWADA
PNJ41,SANKHALI-ADVOI via HONDA,PNJ41,41,SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-HONDA VADAK-PISSURLEM-SHIGNE-VAGURE-ADVOI
PNJ42,SANKHALI-TONCA via MARCEL,PNJ42,42,SANKHALI-GAWTHAN-KUDNE-NHAVELI-NHAVELI TMP-SEZA GATE-AMONA-KANDOL TMP-MARCEL-TONCA
PNJ43,SANKHALI-CIPLA,PNJ43,43,SANKHALI-GAWTHAN-KUDNE-NHAVELI-NHAVELI TMP-SEZA GATE-AMONA-KANDOL TMP-MARCEL-TIVREM-TIVRE BUILD-BANASTARI-DHULAPI-CORLIM-CORLI PUMP-OLD GOA-K. RAILWAY-PETTER-CARMALI-AZOSHI-MANDUR TITO-VODLE NEURA-NEURA-PILLAR-AGASSAIM-CORTALIM-PAJENTAR-KSRL/BRLA X-TITAN-CIPLA
PNJ44,BICHOLIM-DHARBANDORA,PNJ44,44,BICHOLIM-ZATYE COLGE-SARVAN X-ADHAR HSPTL-VIJAY NAGAR-KARAPUR TSK-SANKHALI-HOUSIN BRD-HARVALE-PRATAP NAGR-SUPACHI PUD-HONDA-CHIRWAL-SOLYE TMP-AJOBA TMP-SONSHI TISK-SONSHI-DIGNE-SURLA-VELGUEM-BAIKADE-PALE-BHAMAI-USGAO-KUMYAKADE-KELINI-USGAO TISK-SUGAR FCTRY-DHARBANDORA
PNJ45,PANAJI-KUDCHRE TMP,PNJ45,45,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-LAKERE-VAN-CHECK POST-MAULINGE-KUDCHIRE-KUDCHRE TMP
PNJ46,PANAJI MKT-AMTHANE,PNJ46,46,PANAJI MKT-FERRY BOAT-PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-VALSHI-MLGAO G.WAD-ASN MANSHER-ASSNODA-MOITEM-JAMBLIKADE-SALGAOKR MI-ADVALPAL-KEL JUNCTIN-PIRNA-OZRIM BRDGE-MENKURE-AMTHANE
PNJ47,PANAJI-AMTHANE,PNJ47,47,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-C HUSIG BRD-BINANI-COLVALE-COLVALE TAR-MANSHER-REVODA BANK-REVDA CHRCH-NDA WADI-NDA MADANI-NADORA-CHAPEL X-PIRNA-OZRIM BRDGE-MENKURE-AMTHANE
PNJ48,PANAJI-SHEMECHADVN,PNJ48,48,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-C HUSIG BRD-BINANI-COLVALE-MAHAKHAJAN-DHARGAL-KULAN/AIIA-PALYA X-DADACHI XOR-NAGZAR-TULARKRWADI-SHEMECHADVN
PNJ49,PANAJI-MOPA via PEDNE,PNJ49,49,PANAJI-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-C HUSIG BRD-BINANI-COLVALE-MAHAKHAJAN-DHARGAL-KULAN-OSHELBAG-WALPE-WALPE COLGE-MALPE-PEDNE-NAIBAG-STD. BRIDGE-PORASKADE-RLY O/BRIDG-UGVE-TAMBOSHE-MOPA
PNJ5,PANAJI-MARGAO via PONDA,PNJ5,5,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-CHWGULE DOK-AMORA-TEMBER-RAI AMYAKDE-RAI-ARLEM-MARGAO PWD-FATORDA-MARGAO
PNJ5,PANAJI-MARGAO via PONDA,PRV6,6,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-CHWGULE DOK-AMORA-TEMBER-RAI AMYAKDE-RAI-ARLEM-MARGAO PWD-FATORDA-MARGAO
PNJ50,PANAJI-PETECHAWADA via PEDNE,PNJ50,50,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-C HUSIG BRD-BINANI-COLVALE-MAHAKHAJAN-DHARGAL-KULAN-OSHELBAG-WALPE-WALPE COLGE-MALPE-PEDNE-TUEM HSPTL-BHAIDWADA-PETECHAWADA
PNJ51,PANAJI-AGARWADA,PNJ51,51,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-C HUSIG BRD-BINANI-COLVALE-MAHAKHAJAN-DHARGAL DK-SHIRGAL-ARABO-TUEM CROSS-TUEM V.TMP-TUEM-T.BGWTI TMP-TUEM IDC-TUEM HSPTL-KADPAKADE-PARSEM-PRC MADLA-P. CHONSAI-AGARWADA
PNJ53,PANAJI-CALANGUTE via SANGOLDA,PNJ53,53,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-SALIGAO TMP-SANGOLDA-BARROS WADO-SALIGAO-ARADI-DOLFIN CIRC-CLNGT CIRCL-CALANGUTE
PNJ54,PANAJI MKT-BADEM via MAPUSA,PNJ54,54,PANAJI MKT-FERRY BOAT-PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CROSS-MAPUSA-KHORLIM-DMC COLLAGE-GANGA TILES-PALOTI/SHAL-KAMI/PNCHYT-BOBBY STORE-CHAR RASTA-BADEM
PNJ55,PANAJI-HARMAL via CALANGUTE,PNJ55,55,PANAJI-MALIM-BETIM-BETIM FERRY-VEREM BANK-VEREM-MDNI/VP.PLR-SAIPEM-ORDA VADDO-SAIPE CLUB-CNDOLI CHUR-CANDOLIM-CNDOLI BECH-JAMBLESHWAR-ANTHNY CPEL-CALANGUTE-POST OFFICE-ARPORA-CHURNG TMP-ANJUNA-ASSAGAO-MUNANG-SIOLIM CRCH-SFX SCHOOL-SIOLIM-CHOPDE-AGARWADA DP-AGARWADA-ASKAWADA-DEULWADA-MANDRE MDMZ-JUNUSWADA X-KEPKARWADA-HARMAL
PNJ56,MAPUSA-HARMAL via SIOLIM,PNJ56,56,MAPUSA-MPS COURT-DULER-XELPE/HSPTL-KUCHELI-SOARES WDO-MARNA-SIOLIM CPL-SIOLIM CRCH-SFX SCHOOL-SIOLIM-CHOPDE-AGARWADA DP-AGARWADA-ASKAWADA-DEULWADA-MANDRE MDMZ-JUNUSWADA-KEPKARWADA-HARMAL
PNJ57,MAPUSA-SIOLIM TAR via MARNA,PNJ57,57,MAPUSA-MPS COURT-DULER-XELPE/HSPTL-KUCHELI-SOARES WDO-MARNA-SIOLIM CPL-SIOLIM CRCH-SFX SCHOOL-SIOLIM-S. THEATER-SIOLIM TAR
PNJ58,MAPUSA-BADEM,PNJ58,58,MAPUSA-KHORLIM-DMC COLLAGE-GANGA TILES-PALOTI/SHAL-KAMI/PNCHYT-BOBBY STORE-CHAR RASTA-BADEM
PNJ58,MAPUSA-BADEM,PRV112,112,MAPUSA-KHORLIM-DMC COLLAGE-GANGA TILES-PALOTI/SHAL-KAMI/PNCHYT-BOBBY STORE-CHAR RASTA-BADEM
PNJ59,MAPUSA-CALANGUTE via SALIGAO,PNJ59,59,MAPUSA-CANCA X-PARRA-PARRA TINTO-SALIGAO-ARADI-DOLFIN CIRC-CLNGT CIRCL-CALANGUTE
PNJ6,PANAJI-MARGAO,PNJ6,6,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-ZATYE COLGE-SARVAN X-ADHAR HSPTL-VIJAY NAGAR-KARAPUR TSK-SANKHALI-GAWTHAN-KUDNE-NHAVELI-NHAVELI TMP-SEZA GATE-AMONA-KANDOL TMP-MARCEL-TIVREM-TIVRE BUILD-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-CHWGULE DOK-AMORA-TEMBER-RAI AMYAKDE-RAI-ARLEM-MARGAO PWD-FATORDA-MARGAO
PNJ6,PANAJI-MARGAO,PRV8,8,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA-MPS COURT-DULER-PDEM/KRWDA-KARASWADA-MADEL-TIVIM-TIVI GROUND-CANSA BRD-SIRSAI RLY-SIRSAI COPL-CLERRA SCOL-ASSNODA-MULGAO B/S-MULGAO TMP-VALSHI-BICHOLIM-ZATYE COLGE-SARVAN X-ADHAR HSPTL-VIJAY NAGAR-KARAPUR TSK-SANKHALI-GAWTHAN-KUDNE-NHAVELI-NHAVELI TMP-SEZA GATE-AMONA-KANDOL TMP-MARCEL-TIVREM-TIVRE BUILD-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-CHWGULE DOK-AMORA-TEMBER-RAI AMYAKDE-RAI-ARLEM-MARGAO PWD-FATORDA-MARGAO
PNJ60,PANAJI-MARCEL,PNJ60,60,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-APEWAL-KARMANE-ARLA-V KERI-VELKASI-SADYAR HALI-CHAIEWADA-VEREM-VOLVOI-SATERI BHAT-SAVAI-GHANO-BETKI-BETKI HSPTL-TAMSULI-MARCEL
PNJ61,PANAJI MKT-SHIRSHIRE via PONDA,PNJ61,61,PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-KALMAMOL-SHIRSHIRE
PNJ62,PANAJI-GAVNE via PONDA,PNJ62,62,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-PONDA TISK-KAPILESHWAR-DON KHAMB-KAVLE TEMPL-RAMNATHI-NGSI/M.LXMI-GAVNE TISK-VITHAL TMPL-GAVNE
PNJ63,PANAJI MKT-CODLI TISK via PONDA,PNJ63,63,PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-PONDA YARD-ST.MARRY-BETODA-BETODA IDC-BETODA VP.-CHAFEGAL-GAULAR-NIRANKAL-NKL PST OFF-SATERI MOL-DABAL-MARUTI TMP-CODLI TISK
PNJ64,PANAJI-VAGURME via PONDA,PNJ64,64,PANAJI-PANAJI MKT-CAMPAL-ALTINHO-A.I. RADIO-CHURCH-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-KDPR S. TMP-MARICO-MURDI-VAGURME
PNJ65,PANAJI-MAINGINE via PONDA,PNJ65,65,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-KELINI-KUMYAKADE-USGAO-NANUS-AMBESHI BDG-GANJE-KANKERI-GULELI-MURMUNE-PAIKUL-SHEL-DHADA-MAINGINE
PNJ66,PANAJI-MALPAN via PONDA,PNJ66,66,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-KELINI-KUMYAKADE-USGAO-NANUS-AMBESHI BDG-GANJE-KANKERI-GULELI-DHAMSHE-KHOTODE-BIMBAL-XELAP-AMBELI-GAWANE-MALPAN
PNJ67,PANAJI-TAMDI SURLA via PONDA,PNJ67,67,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-SUGAR FCTRY-DHARBANDORA-TALSAI-UDALSHE-SACORDA-SATPAL-BOLKARNE-TAYDE-DHARGE-TAMDI SURLA
PNJ68,PANAJI MKT-TAMDI SURLA via PONDA,PNJ68,68,PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-SUGAR FCTRY-DHARBANDORA-TALSAI-UDALSHE-SACORDA-NAVE-KUMARWADA-AGLOTI-MURGE-BOLKARNE-TAYDE-DHARGE-TAMDI SURLA
PNJ69,RAJ BHAVAN-MALPAN via PONDA,PNJ69,69,RAJ BHAVAN-DONAPAULA-CRNZALE BCH-SCIENCE CTR-MIRAMAR BCH-CAMPAL-PNJ K.AKDMI-PANAJI MKT-FERRY BOAT-PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-UPPER BAZAR-CURTI-KHANDEPAR-CHWGUL W/S-HOLY CROSS-NESTLE-MRF-USGAO TISK-KELINI-KUMYAKADE-USGAO-NANUS-AMBESHI BDG-GANJE-KANKERI-GULELI-DHAMSHE-KHOTODE-BIMBAL-XELAP-SIRSODE-ASODEM-GAWANE-MALPAN
PNJ7,PANAJI-MAPUSA,PNJ7,7,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA
PNJ7,PANAJI-MAPUSA,PRV4,4,PANAJI-SAI SERVICE-TIN BLD/COL-GULYAKADE-PRV COPEL-PRV WADAKAD-PRV BAZAR-GIRI CROSS-GREEN PARK-GIRI CHAPEL-MAPUSA
PNJ70,PANAJI-KALAY via CURCHOREM,PNJ70,70,PANAJI-R. PATTO-RBDR FERRY-RIBANDAR-RBDR SCHOOL-ST.PEDRO-BAINGINI-OLD GOA-CORLI PUMP-CORLIM-DHULAPI-BANASTARI-BHOMA-KUNDAI-MANGESHI-MARDOL-PATYEKADE-FARMAGUDI-FMD CIRCLE-PONDA-DHAVLI-TOP COLA-BORI SKVR-SAI TMPLE-BORI BRDG-TARVALEM-VAZEM-SHIRODA-DABOLI-MANKE-VAZANGAL-AMLI-PANCHWADI-P.TEMPLE-DAM ROAD-MAPA-CAPXEM-SAVORDE TSK-CURCHOREM-SAVORDE TSK-DHADE-GANDHINAGAR-GUDDEMOL-PERIUDAK-AMBEUDAK-DEUNAMOL-KALAY
