ETM route num,Start,Via,End,Bus Type,Start code,Via code,End code,Binding ID,TARA ID,Include,Type,Stages,Route type,Route code,Route No.,Routes to be added,265,ETM routes,Routes to be removed,,,
prv105,VALPOI,MHAUSHI,MHAUSHI,ORD,VLP,MSHI,MSHI,#N/A,#N/A,N,,2,,NOT INCLUDED,prv105,,,,,,,
prv106,PANAJI,PISURLE,HIVRE,ORD,PNJ,PSRL,HVR,#N/A,#N/A,Y,,36,,PNJ-PSRL-HVR,prv106,,,,,,,
prv107,BICHOLIM,POIRA,BICHOLIM,ORD,BCH,POR,BCH,#N/A,#N/A,N,,11,,NOT INCLUDED,prv107,,,,,,,
prv108,VALPOI,BHIRONDA,MHADAI/ADVA,ORD,VLP,BRND,MHD/ADV,0,129,N,,6,,NOT INCLUDED,prv108,,,,,,,
prv109,VALPOI,DHAVE,SATRE,ORD,VLP,DHV,STRE,0,130,Y,,9,,VLP-DHV-STRE,prv109,,,,,,,
prv11,PANAJI,MAPUSA,KORJM/GLJM,ORD,PNJ,MPS,KRJV/GLJ,0,30,Y,,15,,PNJ-MPS-KRJV/GLJ,prv11,,,,,,,
prv110,PANAJI,BHUIPAL,VALPOI,ORD,PNJ,BUPL,VLP,#N/A,#N/A,Y,,28,,PNJ-BUPL-VLP,prv110,,,,,,,
prv111,PONDA,TITAN,MARGAO,ORD,PND,TTN,MRG,0,54,Y,,17,,PND-TTN-MRG,prv111,,,,,,,
prv112,VALPOI,THANE,HIVREM,ORD,VLP,THNE,HVR,0,131,Y,,5,,VLP-THNE-HVR,prv112,,,,,,,
prv113,VALPOI,MHAUSHI,ZARME,ORD,VLP,MSHI,ZRM,0,132,Y,,4,,VLP-MSHI-ZRM,prv113,,,,,,,
prv114,PANAJI,MARCEL,VALPOI,ORD,PNJ,MRCL,VLP,0,59,Y,,21,,PNJ-MRCL-VLP,prv114,,,,,,,
prv115,PANAJI,ALTINHO,PANAJI,ORD,PNJ,ALT,PNJ,#N/A,#N/A,Y,,6,,PNJ-ALT-PNJ,prv115,,,,,,,
prv116,VALPOI,ADVOI,MARKET,ORD,VLP,ADV,MKT,0,133,Y,,26,,VLP-ADV-MKT,prv116,,,,,,,
prv117,VALPOI,KHADKI,VELGEM,ORD,VLP,KHDK,VLG,0,134,Y,,5,,VLP-KHDK-VLG,prv117,,,,,,,
prv118,PANAJI,PONDA/RASOI,MARGAO,ORD,PNJ,0,MRG,0,135,Y,,30,,PNJ-0-MRG,prv118,,,,,,,
prv119,PONDA,SAQLI/SARVA,BICHOLIM,ORD,PND,SNK/,BCH,0,55,Y,,19,,PND-SNK/-BCH,prv119,,,,,,,
prv12,PANAJI,MAPUSA,AMADI,ORD,PNJ,MPS,AMD,0,32,Y,,15,,PNJ-MPS-AMD,prv12,,,,,,,
prv120,PANAJI,BORI/ASHRAM,MARGAO,ORD,PNJ,BRM/ASRM,MRG,#N/A,#N/A,N,,20,,NOT INCLUDED,prv120,,,,,,,
prv121,PANAJI,MAPUSA,QUITLA,ORD,PNJ,MPS,QTL,0,62,Y,,17,,PNJ-MPS-QTL,prv121,,,,,,,
prv122,NANELI,HEDODE/MARC,PANAJI,ORD,NNL,0,PNJ,#N/A,#N/A,Y,,25,,NNL-0-PNJ,prv122,,,,,,,
prv123,MAPUSA,KHORLIM,BADEM,ORD,MPS,KRLM,BDM ,0,64,Y,,8,,MPS-KRLM-BDM ,prv123,,,,,,,
prv124,BICHOLIM,MAYEM,NARVA,ORD,BCH,MYE,NRV,#N/A,#N/A,N,,8,,NOT INCLUDED,prv124,,,,,,,
prv125,PANAJI,BICHOLIM,SIQUERIM,ORD,PNJ,BCH,SNQR,#N/A,#N/A,Y,,24,,PNJ-BCH-SNQR,prv125,,,,,,,
prv126,BOSTORA,HOSPITAL,PANJIM,ORD,BSTD,HSPTL,PNJ,#N/A,#N/A,N,,9,,NOT INCLUDED,prv126,,,,,,,
prv127,PANAJI,HOUSING BRD,MAPUSA,ORD,PNJ,HSB,MPS,#N/A,#N/A,N,,11,,NOT INCLUDED,prv127,,,,,,,
prv128,MAPUSA,ARPORA,BAGA,ORD,MPS,ARP,BGA,0,70,Y,,5,,MPS-ARP-BGA,prv128,,,,,,,
prv129,NARVA FERRY,MARCEL,PONDA,ORD,NRV FER,MRCL,PND,0,142,Y,,23,,NRV FER-MRCL-PND,prv129,,,,,,,
prv13,PANAJI,MAPUSA,NANACHEPANI,ORD,PNJ,MPS,NNCP,#N/A,#N/A,Y,,20,,PNJ-MPS-NNCP,prv13,,,,,,,
prv130,PANAJI,VALPOI,SATRE,ORD,PNJ,VLP,STRE,#N/A,#N/A,Y,,37,,PNJ-VLP-STRE,prv130,,,,,,,
prv131,PANAJI,GMC,GOA INTERNA,ORD,PNJ,BBL,GINT,#N/A,#N/A,N,,4,,NOT INCLUDED,prv131,,,,,,,
prv132,MAPUSA,SHIRGAO,BICHOLIM,ORD,MPS,SRG,BCH,0,143,Y,,14,,MPS-SRG-BCH,prv132,,,,,,,
prv133,PANAJI,KHORJUEM,BICHOLIM,ORD,PNJ,KRJV,BCH,0,144,Y,,18,,PNJ-KRJV-BCH,prv133,,,,,,,
prv134,BICHOLIM,KUMARWADA,BICHOLIM,ORD,BCH,KMBRWD,BCH,0,138,N,,10,,NOT INCLUDED,prv134,,,,,,,
prv135,BICHOLIM,CALVI,MAPUSA,ORD,BCH,CLV,MPS,0,145,Y,,13,,BCH-CLV-MPS,prv135,,,,,,,
prv136,MAPUSA,KHORJUEM,VARPAL,ORD,MPS,KRJV,VRPL,0,146,Y,,14,,MPS-KRJV-VRPL,prv136,,,,,,,
prv137,BICHOLIM,MAYEM LAKE,NARVA,ORD,BCH,MYE LK,NRV,#N/A,#N/A,Y,,8,,BCH-MYE LK-NRV,prv137,,,,,,,
prv138,BICHOLIM,SARMANAS,NARVA,ORD,BCH,SMNS,NRV,#N/A,#N/A,Y,,6,,BCH-SMNS-NRV,prv138,,,,,,,
prv139,BICHOLIM,PIL / NARVE,MADEL,ORD,BCH,0,MDL,#N/A,#N/A,Y,,13,,BCH-0-MDL,prv139,,,,,,,
prv14,PANAJI,MAPUSA,HARAMBOL,ORD,PNJ,MPS,HRML,#N/A,#N/A,Y,,20,,PNJ-MPS-HRML,prv14,,,,,,,
prv140,MADEL,KARABHAT,BICHOLIM,ORD,MDL,KRBT,BCH,#N/A,#N/A,Y,,14,,MDL-KRBT-BCH,prv140,,,,,,,
prv141,MADEL,MAYE LAKE,BICHOLIM,ORD,MDL,MYE LK,BCH,#N/A,#N/A,Y,,14,,MDL-MYE LK-BCH,prv141,,,,,,,
prv142,PANAJI,BETIM,NERUL,ORD,PNJ,BTM,NRL,#N/A,#N/A,N,,4,,NOT INCLUDED,prv142,,,,,,,
prv143,PANAJI,AROBA TUEM,MADLAMAZ,ORD,PNJ,ARB TUEM,MDLMZ,#N/A,#N/A,Y,,24,,PNJ-ARB TUEM-MDLMZ,prv143,,,,,,,
prv144,PANAJI,NAGZAR,OZARI/MADKA,ORD,PNJ,NGZR,OZR/MDK,0,149,Y,,17,,PNJ-NGZR-OZR/MDK,prv144,,,,,,,
prv145,PANAJI,TUEM,KORGAON,ORD,PNJ,TUEM,KRG,#N/A,#N/A,Y,,20,,PNJ-TUEM-KRG,prv145,,,,,,,
prv146,PANAJI,PEDNE,KORGAO,ORD,PNJ,PDN,KRG,0,150,Y,,21,,PNJ-PDN-KRG,prv146,,,,,,,
prv147,PANAJI,PEDNE/BANDA,BANDA,ORD,PNJ,PDN/BND,BND,0,7,Y,,24,,PNJ-PDN/BND-BND,prv147,,,,,,,
prv149,PANAJI,KOLHAPUR,GONDIVLE,ORD,PNJ,KLPR,GNDVL,#N/A,#N/A,N,,31,,NOT INCLUDED,prv149,,,,,,,
prv15,PANAJI,PEDNE/BHATW,HARAMBOL,ORD,PNJ,PDN/BTWD,HRML,0,75,Y,,26,,PNJ-PDN/BTWD-HRML,prv15,,,,,,,
prv150,MARGAO,CANCONA,KARWAR,ORD,MRG,CNC,KWR,#N/A,#N/A,Y,,23,,MRG-CNC-KWR,prv150,SAME AS MRG10,,,,,,
prv151,PANAJI,MAPUSA,ZARME,ORD,PNJ,MPS,ZRM,0,151,Y,,31,,PNJ-MPS-ZRM,prv151,,,,,,,
prv152,PRV DEPOT,TIN BULD,PANAJI,ORD,PRV,TBLD,PNJ,#N/A,#N/A,N,,7,,NOT INCLUDED,prv152,,,,,,,
prv153,MAPUSA,PANJIM,OLDGOA,SHUTTLE,MPS,PNJ,OGA,#N/A,#N/A,N,,3,,NOT INCLUDED,prv153,,,,,,,
prv154,OLDGOA,RIBANDER,PANJIM,SHUTTLE,OGA,RBND,PNJ,#N/A,#N/A,N,,2,S,NOT INCLUDED,prv154,,,,,,,
prv155,PANAJI,KULAN,IBRAMPUR,ORD,PNJ,KLN,IBMPR,0,57,Y,,23,,PNJ-KLN-IBMPR,prv155,,,,,,,
prv156,PANAJI,PEDNEM,PURVA,ORD,PNJ,PDN,PRVA,#N/A,#N/A,N,,29,,NOT INCLUDED,prv156,,,,,,,
prv157,PANAJI,MARCEL,NANODA,ORD,PNJ,MRCL,NNR,0,60,Y,,29,,PNJ-MRCL-NNR,prv157,,,,,,,
prv158,MAPUSA,PANJIM,FATORPA,Express,MPS,PNJ,FTRP,0,61,Y,,4,X,X:MPS-PNJ-FTRP,prv158,,,,,,,
prv159,PANAJI,DODAMARG,USAP,ORD,PNJ,DMG,USAP,0,25,Y,,27,,PNJ-DMG-USAP,prv159,,,,,,,
prv16,PANAJI,MAPUSA,MORJIM TEM,ORD,PNJ,MPS,MRJM TEM,0,35,Y,,27,,PNJ-MPS-MRJM TEM,prv16,,,,,,,
prv160,PANAJI,BICH/MARCEL,MARGAO,ORD,PNJ,BCH/MRCL,MRG,#N/A,#N/A,Y,,44,,PNJ-BCH/MRCL-MRG,prv160,,,,,,,
prv161,PANAJI,POMBURPA,BICHOLIM,ORD,PNJ,PMB,BCH,#N/A,#N/A,y,,12,,PNJ-PMB-BCH,prv161,,,,,,,
prv162,PANAJI,KULAN,HALARNA,ORD,PNJ,KLN,HLRN,#N/A,#N/A,N,,23,,NOT INCLUDED,prv162,,,,,,,
prv163,PANAJI,KHORJUVE,BICHOLIM,ORD,PNJ,KRJV,BCH,#N/A,#N/A,Y,,14,,PNJ-KRJV-BCH,prv163,,,,,,,
prv164,MARKET,BAILPAAR,HALARNA,ORD,MKT,BLPR,HLRN,#N/A,#N/A,Y,,23,,MKT-BLPR-HLRN,prv164,,,,,,,
prv165,MARKET,SANGAV WADA,HALARNA,ORD,MKT,SGVWD,HLRN,#N/A,#N/A,N,,22,,NOT INCLUDED,prv165,,,,,,,
prv166,VALPOI,REDEGATHI,KUMARKHAND,ORD,VLP,RDGT,KMRKN,#N/A,#N/A,N,,3,,NOT INCLUDED,prv166,,,,,,,
prv167,MPS/PNJ,RAICHUR,HYDERABAD,VOLVO,MPS/PNJ,RCHR,HYD,#N/A,#N/A,Y,,6,,MPS/PNJ-RCHR-HYD,prv167,,,,,,,
prv168,MRG RLY STN,CORTALIM,BAINGINI PE,ORD,MRG RLY,CRT,BNGN,#N/A,#N/A,N,SEASONAL,2,,NOT INCLUDED,prv168,,,,,,,
prv169,PANAJI,BY PASS,BAINGINI PE,ORD,PNJ,0,BNGN,#N/A,#N/A,N,,2,,NOT INCLUDED,prv169,,,,,,,
prv17,PANAJI,PONDA,VIJAYDURGA,ORD,PNJ,PND,VJD,0,76,Y,,18,,PNJ-PND-VJD,prv17,,,,,,,
prv170,KARMALI RLY,OLD GOA,BAINGINI PE,ORD,KRML RLY,OGA,BNGN,#N/A,#N/A,N,,2,,NOT INCLUDED,prv170,,,,,,,
prv171,PANAJI,OLD GOA,GOA DARSHAN,ORD,PNJ,OGA,0,#N/A,#N/A,N,,2,,NOT INCLUDED,prv171,,,,,,,
prv172,MADEL,CALVI,MAPUSA,ORD,MDL,CLV,MPS,#N/A,#N/A,N,,17,,NOT INCLUDED,prv172,,,,,,,
prv173,MADEL,CALVI,NARVA,ORD,MDL,CLV,NRV,#N/A,#N/A,N,,8,,NOT INCLUDED,prv173,,,,,,,
prv174,NERUL,PANAJI,KUJIRA,ORD,NRL,PNJ,CUJ,#N/A,#N/A,N,,5,,NOT INCLUDED,prv174,,,,,,,
prv18,PANAJI,PEDNEM,KERI,ORD,PNJ,PDN,KERI,0,36,Y,,26,,PNJ-PDN-KERI,prv18,,,,,,,
prv19,MARKET,PRIYOL,KERI,ORD,MKT,PRYL,KERI,#N/A,#N/A,N,,18,,NOT INCLUDED,prv19,,,,,,,
prv2,PANAJI,MAPUSA,USAP,ORD,PNJ,MPS,USAP,#N/A,#N/A,Y,,18,,PNJ-MPS-USAP,prv2,,,,,,,
prv20,PANAJI,SANQUELIM,VIRDI,ORD,PNJ,SNK,VRD,0,37,Y,,20,,PNJ-SNK-VRD,prv20,,,,,,,
prv21,PANAJI,PISSURLEM,HIVREM,ORD,PNJ,PSRL,HVR,0,38,Y,,36,,PNJ-PSRL-HVR,prv21,,,,,,,
prv22,PANAJI,SANQUELIM,MHADAI,ORD,PNJ,SNK,MHD,#N/A,#N/A,Y,,21,,PNJ-SNK-MHD,prv22,,,,,,,
prv23,K.AKADAMI,VALPOI,NANODA,ORD,KA,VLP,NNR,0,78,Y,,37,,KA-VLP-NNR,prv23,,,,,,,
prv24,MARKET,VALPOI,USTE,ORD,MKT,VLP,USTE,#N/A,#N/A,N,,35,,NOT INCLUDED,prv24,,,,,,,
prv25,PANAJI,POIRA,SINQUIREM,ORD,PNJ,POR,SNQR,0,79,Y,,24,,PNJ-POR-SNQR,prv25,,,,,,,
prv26,PANAJI,VALPOI,MADEL,ORD,PNJ,VLP,MDL,0,80,Y,,28,,PNJ-VLP-MDL,prv26,,,,,,,
prv27,PANAJI,BICHOLIM,NARVA,ORD,PNJ,BCH,NRV,0,81,Y,,26,,PNJ-BCH-NRV,prv27,,,,,,,
prv28,PANAJI,ASSONORA,DHUMASEM,ORD,PNJ,ASNR,DMS,0,44,Y,,22,,PNJ-ASNR-DMS,prv28,,,,,,,
prv29,PANAJI,SANQUELIM,MORLLEM,ORD,PNJ,SNK,MRL,0,46,Y,,19,,PNJ-SNK-MRL,prv29,,,,,,,
prv3,BICHOLIM,PILGAO,NARVA FERRY,ORD,BCH,PLG,NRV FER,#N/A,#N/A,Y,O,6,,BCH-PLG-NRV FER,prv3,,,,,,,
prv30,PANAJI,MAPUSA,KARNZOL,ORD,PNJ,MPS,KRNZL,0,56,Y,,37,,PNJ-MPS-KRNZL,prv30,,,,,,,
prv31,PANAJI,VALPOI,SHIGNE,ORD,PNJ,VLP,SGN,0,153,Y,,34,,PNJ-VLP-SGN,prv31,,,,,,,
prv32,PANAJI,VALPOI,HIVREM,ORD,PNJ,VLP,HVR,0,124,Y,,35,,PNJ-VLP-HVR,prv32,,,,,,,
prv33,PANAJI,VALPOI,SATRE,ORD,PNJ,VLP,STRE,0,1,Y,,34,,PNJ-VLP-STRE,prv33,,,,,,,
prv34,MARKET,SUCCURO,MAPUSA,ORD,MKT,SUCR,MPS,0,83,N,O,15,,NOT INCLUDED,prv34,,,,,,,
prv35,PANAJI,MAPUSA,PIPLAk/BADE,ORD,PNJ,MPS,0,#N/A,#N/A,Y,,15,,PNJ-MPS-0,prv35,,,,,,,
prv36,PANAJI,SANQUELIM,KUMBARWADA,ORD,PNJ,SNK,KMBRWD,0,85,Y,,21,,PNJ-SNK-KMBRWD,prv36,,,,,,,
prv37,PANAJI,VALPOI,ZARME,ORD,PNJ,VLP,ZRM,0,8,Y,,24,,PNJ-VLP-ZRM,prv37,,,,,,,
prv38,MARKET,VALPOI,NANELI,ORD,MKT,VLP,NNL,0,86,Y,,27,,MKT-VLP-NNL,prv38,,,,,,,
prv39,PANAJI,VALPOI,ADVAI,ORD,PNJ,VLP,ADV,0,100,Y,,26,,PNJ-VLP-ADV,prv39,,,,,,,
prv4,PANAJI,POMBURPHA,QUITLA,ORD,PNJ,PMB,QTL,0,26,Y,,9,,PNJ-PMB-QTL,prv4,,,,,,,
prv40,KALA AKADAM,CHORLA,SURLA,ORD,KA,CHRL,SRL,0,87,Y,IS,24,,KA-CHRL-SRL,prv40,,,,,,,
prv41,PANAJI,ASSONORA,SAL,ORD,PNJ,ASNR,SAL,0,88,Y,,22,,PNJ-ASNR-SAL,prv41,,,,,,,
prv42,PANAJI,VALPOI,HIVREM,ORD,PNJ,VLP,HVR,0,51,Y,,26,,PNJ-VLP-HVR,prv42,,,,,,,
prv43,MARKET,SIOLIM,KERI,ORD,MKT,SOL,KERI,0,89,Y,,23,,MKT-SOL-KERI,prv43,,,,,,,
prv44,PANAJI,VOLVOI,PONDA,ORD,PNJ,VLV,PND,0,220,Y,,26,,PNJ-VLV-PND,prv44,,,,,,,
prv45,PANAJI,KARWAR,MYSORE,AC LUXURY,PNJ,KWR,MYSR,#N/A,#N/A,N,,25,,NOT INCLUDED,prv45,,,,,,,
prv46,PANAJI,KARWAR,MYSORE,EXPRESS,PNJ,KWR,MYSR,#N/A,#N/A,Y,,30,X,X:PNJ-KWR-MYSR,prv46,,,,,,,
prv47,PANAJI,BELGAUM,GULBARGABA,ORD,PNJ,BGM,GULB,#N/A,#N/A,Y,,35,,PNJ-BGM-GULB,prv47,,,,,,,
prv48,PANAJI,MADURA,BANDA,EXPRESS,PNJ,MDR,BND,#N/A,#N/A,Y,,27,X,X:PNJ-MDR-BND,prv48,,,,,,,
prv49,PANAJI,CHORLA,BELGAUM CBT,EXPRESS,PNJ,CHRL,BGM CBT,0,202,Y,,25,X,X:PNJ-CHRL-BGM CBT,prv49,,,,,,,
prv5,BICHOLIM,MARCEL,PONDA,ORD,BCH,MRCL,PND,0,217,Y,,18,,BCH-MRCL-PND,prv5,,,,,,,
prv50,PANAJI,SAWANTHWADI,KOLHAPUR,EXPRESS,PNJ,SWD,KLPR,#N/A,#N/A,Y,,24,X,X:PNJ-SWD-KLPR,prv50,,,,,,,
prv51,PANAJI,ANMOD,HUBLI,ORD,PNJ,ANMD ,HBL,#N/A,#N/A,Y,,20,,PNJ-ANMD -HBL,prv51,,,,,,,
prv52,PANAJI,CHORLA,SAUNDATTI,EXPRESS,PNJ,CHRL,SNDT,#N/A,#N/A,Y,,31,X,X:PNJ-CHRL-SNDT,prv52,,,,,,,
prv53,PANAJI,DODAMARG,SAWANTWADI,ORD,PNJ,DMG,SWD,#N/A,#N/A,Y,,33,,PNJ-DMG-SWD,prv53,,,,,,,
prv54,PANJIM,DODAMARG,KER,EXPRESS,PNJ,DMG,KER,0,90,Y,,32,X,X:PNJ-DMG-KER,prv54,,,,,,,
prv55,PANJIM,MARGAO,KARWAR,ORD,PNJ,MRG,KWR,0,65,Y,,20,,PNJ-MRG-KWR,prv55,,,,,,,
prv56,PANAJI,SAWANTWADI,VIJAYDURGA,ORD,PNJ,SWD,VJD,#N/A,#N/A,Y,,39,,PNJ-SWD-VJD,prv56,,,,,,,
prv57,PANJIM,CORTALIM,MARGAO,ORD,PNJ,CRT,MRG,0,2,Y,O,17,,PNJ-CRT-MRG,prv57,,,,,,,
prv58,PANAJI,ZUARI NAGAR,VASCO,ORD,PNJ,ZNGR,VSD,#N/A,#N/A,Y,,19,,PNJ-ZNGR-VSD,prv58,,,,,,,
prv59,PANJIM,SANVORDEM,KALAY,ORD,PNJ,CURCH,KLY,0,95,Y,,26,,PNJ-CURCH-KLY,prv59,,,,,,,
prv6,PANAJI,ALTINHO,MIRAMAR,ORD,PNJ,ALT,MRMR,0,27,Y,,7,,PNJ-ALT-MRMR,prv6,,,,,,,
prv60,MAPUSA,D HOSPITAL,MAPUSA,ORD,MPS,DHSP,MPS,#N/A,#N/A,Y,,3,,MPS-DHSP-MPS,prv60,,,,,,,
prv61,PANAJI,PLR - CRT,TITAN,ORD,PNJ,PLR - CRT,TTN,0,94,Y,,13,,PNJ-PLR - CRT-TTN,prv61,,,,,,,
prv62,PANAJI,CORTALIM,HARBOUR,ORD,PNJ,CRT,HRB,0,4,Y,,19,,PNJ-CRT-HRB,prv62,,,,,,,
prv63,PANJIM,PONDA,SANVARDEM,ORD,PNJ,PND,CURCH,0,71,Y,,22,,PNJ-PND-CURCH,prv63,,,,,,,
prv64,MAPUSA,SHUTTLE,PANAJI,SHUTTLE,MPS,SHTL,PNJ,#N/A,#N/A,Y,,2,S,S:MPS-SHTL-PNJ,prv64,,,,,,,
prv65,MAPUSA,BASTODA,MAPUSA,ORD,MPS,BSTD,MPS,#N/A,#N/A,N,,3,,NOT INCLUDED,prv65,,,,,,,
prv66,PANAJI,PATRADEVI,SAWANTWADI,ORD,PNJ,PTR,SWD,0,96,Y,,27,,PNJ-PTR-SWD,prv66,,,,,,,
prv67,PANAJI,MAPUSA,VALPOI,EXPRESS,PNJ,MPS,VLP,0,97,Y,,29,X,X:PNJ-MPS-VLP,prv67,,,,,,,
prv68,PANAJI,MAPUSA,HARAMBOL,EXPRESS,PNJ,MPS,HRML,0,34,Y,,22,X,X:PNJ-MPS-HRML,prv68,,,,,,,
prv69,PANJIM,LONDA,BELGAUM,EXPRESS,PNJ,LND,BGM,#N/A,#N/A,Y,,19,X,X:PNJ-LND-BGM,prv69,,,,,,,
prv7,PANAJI,PONDA,MARGAO,ORD,PNJ,PND,MRG,0,5,Y,,22,,PNJ-PND-MRG,prv7,,,,,,,
prv70,MAPUSA,ALDONA,AMADI/CALVI,EXPRESS,MPS,ALD,AMD/CLV,#N/A,#N/A,Y,,9,X,X:MPS-ALD-AMD/CLV,prv70,,,,,,,
prv71,PANAJI,PISSURLEM,ADVAI,EXPRESS,PNJ,PSRL,ADV,0,101,Y,,27,X,X:PNJ-PSRL-ADV,prv71,,,,,,,
prv72,MARKET,PORVORIM,MAPUSA,ORD,MKT,PRV,MPS,0,102,N,,10,,NOT INCLUDED,prv72,,,,,,,
prv73,PANJIM,MARGAO,BETUEL,ORD,PNJ,MRG,BTL,0,68,Y,,23,,PNJ-MRG-BTL,prv73,,,,,,,
prv74,PORVORIM,TORDA,ALTINO,EXPRESS,PRV,TRD,ALT,#N/A,#N/A,N,,9,X,NOT INCLUDED,prv74,,,,,,,
prv75,PANAJI,PARSHE,MANDREM,ORD,PNJ,PRS,MNDR,0,104,Y,,23,,PNJ-PRS-MNDR,prv75,,,,,,,
prv76,PANAJI,ST CRUZ,PANAJI,ORD,PNJ,S.CRZ,PNJ,#N/A,#N/A,Y,,7,,PNJ-S.CRZ-PNJ,prv76,,,,,,,
prv77,PANAJI,PISSURLIM,VALPOI,ORD,PNJ,PSRL,VLP,0,105,Y,,24,,PNJ-PSRL-VLP,prv77,,,,,,,
prv78,PANAJI,MARCEL,SANQUELIM,ORD,PNJ,MRCL,SNK,0,45,Y,,14,,PNJ-MRCL-SNK,prv78,,,,,,,
prv79,PANAJI,PEDNE/BHATW,ASHWEM,ORD,PNJ,PDN/BTWD,ASVM,0,67,Y,,29,,PNJ-PDN/BTWD-ASVM,prv79,,,,,,,
prv8,PANAJI,MAPUSA,MADEL FERRY,ORD,PNJ,MPS,MDL FER,0,28,Y,,17,,PNJ-MPS-MDL FER,prv8,,,,,,,
prv80,PANAJI,MAPUSA,SANQUELIM,ORD,PNJ,MPS,SNK,0,10,Y,,20,,PNJ-MPS-SNK,prv80,,,,,,,
prv81,MAPUSA,ALDONA,KRJM/GLJM,ORD,MPS,ALD,KRJV/GLJ,#N/A,#N/A,Y,,8,,MPS-ALD-KRJV/GLJ,prv81,,,,,,,
prv82,MAPUSA,CAMURLIM,KAIRAT,ORD,MPS,CMRL,KRT,0,106,Y,,9,,MPS-CMRL-KRT,prv82,,,,,,,
prv83,MAPUSA,ALDONA,CALVI TAR,ORD,MPS,ALD,CLV TR,0,99,y,,9,,MPS-ALD-CLV TR,prv83,,,,,,,
prv84,PANAJI,PEDNE/BHATW,MADLAMAZ,ORD,PNJ,PDN/BTWD,MDLMZ,0,148,y,,31,,PNJ-PDN/BTWD-MDLMZ,prv84,,,,,,,
prv85,MARKET,MAPUSA,KAIRAT,EXPRESS,MKT,MPS,KRT,0,109,y,,18,X,X:MKT-MPS-KRT,prv85,,,,,,,
prv86,PANAJI,PORVORIM,SECRETARIAT,ORD,PNJ,PRV,SECT,#N/A,#N/A,N,,2,,NOT INCLUDED,prv86,,,,,,,
prv87,BICHOLIM,POIRA,SINQUIREM,ORD,BCH,POR,SNQR,0,110,N,,6,,NOT INCLUDED,prv87,,,,,,,
prv88,PANAJI,CORTALIM,VASCO,ORD,PNJ,CRT,VSD,0,92,Y,,17,,PNJ-CRT-VSD,prv88,,,,,,,
prv89,MAPUSA,MAPUSA,AMADI,ORD,MPS,MPS,AMD,0,111,Y,,9,,MPS-MPS-AMD,prv89,,,,,,,
prv9,PANAJI,PONDA,COSTI,ORD,PNJ,PND,CSTI,#N/A,#N/A,Y,,28,,PNJ-PND-CSTI,prv9,,,,,,,
prv90,PANAJI,MAPUSA,VELGUEM,ORD,PNJ,MPS,VLG,0,47,Y,,32,,PNJ-MPS-VLG,prv90,,,,,,,
prv91,PANAJI,PONDA,PONDA,ORD,PNJ,PND,PND,0,113,Y,,14,,PNJ-PND-PND,prv91,,,,,,,
prv92,MADEL FERRY,POMBURPA,PANAJI,ORD,MDL FER,PMB,PNJ,#N/A,#N/A,Y,,16,,MDL FER-PMB-PNJ,prv92,,,,,,,
prv93,BICHOLIM,MATI/BAGA,BICHOLIM,ORD,BCH,0,BCH,#N/A,#N/A,Y,,7,,BCH-0-BCH,prv93,,,,,,,
prv94,BICHOLIM,MAYEM,MADEL,ORD,BCH,MYE,MDL,0,114,Y,,11,,BCH-MYE-MDL,prv94,,,,,,,
prv95,MADEL,KEREM,MADEL,ORD,MDL,KERI,MDL,#N/A,#N/A,Y,,10,,MDL-KERI-MDL,prv95,,,,,,,
prv96,PANAJI,AMONA,BICHOLIM,ORD,PNJ,AMN,BCH,0,123,Y,,16,,PNJ-AMN-BCH,prv96,,,,,,,
prv97,MADEL,KEREM,MADEL,ORD,MDL,KERI,MDL,#N/A,#N/A,N,,13,,NOT INCLUDED,prv97,,,,,,,
prv98,PANAJI,MAPUSA,HIVRE/CHARV,ORD,PNJ,MPS,HVR/CRVN,#N/A,#N/A,Y,,33,,PNJ-MPS-HVR/CRVN,prv98,,,,,,,
prv99,VALPOI,VELGE,KARANZOL,ORD,VLP,VLG,KRNZL,0,125,Y,,9,,VLP-VLG-KRNZL,prv99,,,,,,,
vsg1,HARBOUR,CORTALIM,PANJIM,,HRB,CRT,PNJ,0,13,Y,O,18,,HRB-CRT-PNJ,vsg1,,,,,,,
vsg10,VASCO,GAGANBAWDA,SOLAPUR,,VSD,GGNB,SLPR,#N/A,#N/A,Y,IS,29,,VSD-GGNB-SLPR,vsg10,,,,,,,
vsg11,VASCO,PTR- GAGANB,MIRAJ,,VSD,PTR-GGNB,MRJ,#N/A,#N/A,Y,IS,28,,VSD-PTR-GGNB-MRJ,vsg11,,,,,,,
vsg12,PANAJI,PONDA,SHIRODA+C278,,PNJ,PND,,0,72,Y,O,19,,PNJ-PND-,vsg12,,,,,,,
vsg13,PANAJI,MARCEL,VANTE/SWRS,,PNJ,MRCL,VNT/SWRS,#N/A,#N/A,Y,O,24,,PNJ-MRCL-VNT/SWRS,vsg13,,,,,,,
vsg14,PONDA,OLDGOA,PANAJI,,PND,OGA,PNJ,#N/A,#N/A,Y,O,14,,PND-OGA-PNJ,vsg14,,,,,,,
vsg15,VASCO,PONDA,HUBLI,,VSD,PND,HBL,#N/A,#N/A,Y,IS,27,,VSD-PND-HBL,vsg15,,,,,,,
vsg16,VASCO,MARGAO,KARWAR,,VSD,MRG,KWR,#N/A,#N/A,Y,IS,25,,VSD-MRG-KWR,vsg16,,,,,,,
