ROUTE_NO	ROUTE_NAME	FROM_STOP_CD	TILL_STOP_CD
52201	DHADGAON to NANDURBAR	DHDGN	NBR
52202	AMALNER to NANDURBAR	AMN	NBR
52203	BHOR to TITEGHAR via CHIKHALGAON	BHR	TIEAR
52206	BHADAWAD to NANDURBAR	BAAANN	NBR
52207	TITEGHAR to BHOR via CHIKHALGAON	TIEAR	BHR
52208	PATTIWADGAON to AMBAJOGAI	PTIWAB	ABJ
52209	SHEVGAON to PAITHAN via RAKSHI	SHVG	PTHN
52210	PAITHAN to SHEVGAON via RAKSHI	PTHN	SHVG
52218	TOKARTALAV to NANDURBAR	TKRAANN	NBR
52220	BHOR to CHIKHALGAON via TITEGHAR	BHR	CIHBP
52222	CHIKHALGAON to BHOR via TITEGHAR	CIHBP	BHR
52223	HARIPURA to YAWAL	HRPRA	YWL
52226	SHIRAGAD to YAWAL	SHRGD	YWL
52229	VASHI DEPOT to CHIKHALGAON via BHOR	VSHI	CIHBP
52230	NIJAMPUR to NANDURBAR via SHANIMANDAL	NJPR	NBR
52233	CHIKHALGAON to VASHI DEPOT via BHOR	CIHBP	VSHI
52234	DHULE to YAWAL	DHL	YWL
52235	AMBAJOGAI to MURUD	ABJ	MRD
52236	MURUD to AMBAJOGAI	MRD	ABJ
52237	JALGAON to YAWAL via VIDGAON	JLG	YWL
52239	MADHALIWADI to CHIPLUN	MDHW	CPN
52240	BODWAD to AURANGABAD	BODWD	AURANGABAD
52241	AURANGABAD to BODWAD	AURANGABAD	BODWD
52242	ANAND WADI to LATUR via NALEGAON	AADRL	LTR
52243	DADAR EAST to HINGOLI	DDRE	HNGL
52245	PANDHARPUR to INDAPUR via TEMBHURNI	PPR	INDPNE
52246	HINGOLI to DADAR EAST	HNGL	DDRE
52247	GUHAGAR to KATALWADI via ANJANVEL	GHR	KTAW
52249	MUMBAI CENTRAL to PARBHANI via NASIK CBS	MCT	PBN
52250	PARBHANI to MUMBAI CENTRAL via NASIK CBS	PBN	MCT
52251	MUMBAI CENTRAL to PARBHANI via CHAKAN	MCT	PBN
52252	PARBHANI to MUMBAI CENTRAL via CHAKAN	PBN	MCT
52254	ETAPALLI to CHANDRAPUR	ETPL	CHN
52255	ETAPALLI to ALAPALLI	ETPL	AAALAG
52256	ALAPALLI to ETAPALLI	AAALAG	ETPL
52257	SWARGATE, PUNE to PANDHARPUR via AKLUJ	SWR	PPR
52258	PANDHARPUR to SWARGATE, PUNE via AKLUJ	PPR	SWR
52259	SWARGATE, PUNE to PANDHARPUR via TEMBHURNI	SWR	PPR
52260	PANDHARPUR to SWARGATE, PUNE via TEMBHURNI	PPR	SWR
52264	THANE CBS to ALIBAG via MUMBRA	THNCBS	ALB
52265	NANDED to PARALI via PALAM	NND	PRLI
52269	ALIBAG to THANE CBS via MUMBRA	ALB	THNCBS
52270	SELAMBA to NANDURBAR via NIZAR	SLMAAN	NBR
52271	MORPHALI to AMBAJOGAI via YELDA	MRHAI	ABJ
52272	MORPHALI to AMBAJOGAI via BHAVTHANA	MRHAI	ABJ
52275	AUSA to TAPASE CHINCHOLI	AUSA	TPSEAL
52276	TAPASE CHINCHOLI to AUSA	TPSEAL	AUSA
52277	DHULE to BHUSAVAL	DHL	BSL
52278	SOYGAON to PAHUR	SYGN	PHR
52280	NASIK II to UNIC COMPANY	NSKII	UIOPNSK
52281	PAHUR to SOYGAON	PHR	SYGN
52285	NILANGA to SHEND	NLG	SEDDL
52286	SHEND to NILANGA	SEDDL	NLG
52288	RAJEWADI to AMBAJOGAI via CHANAI	RJWAI	ABJ
52291	WORKSHOP to MIRAJ MARKET	WOKOP	MJMR
52292	MIRAJ to WORKSHOP	MRJ	WOKOP
52293	WORKSHOP to MIRAJ	WOKOP	MRJ
52296	KHAM GAON to NANDURBAR	KMGN	NBR
52297	NASIK II to SOUTH/OLANDA	NSKII	SUHOL
52298	SOUTH/OLANDA to NASIK II	SUHOL	NSKII
52302	ICHALKARANJI to SWARGATE, PUNE	ICHL	SWR
52305	TADOLA to AMBAJOGAI via RADI X RD.	TDLAAIB	ABJ
52306	TADOLA to AMBAJOGAI via KUMBHEPHAL	TDLAAIB	ABJ
52307	AMBAJOGAI to NANDED via GANGAKHED	ABJ	NND
52308	NANDED to AMBAJOGAI via GANGAKHED	NND	ABJ
52309	KARMALA to PATHARDI via KEM	KML	PTRD
52310	PATHARDI to KARMALA via KEM	PTRD	KML
52311	SHRIGONDA to KARJAT via GHODEGAON	SRGD	KRJNGR
52312	KARJAT to SHRIGONDA via GHODEGAON	KRJNGR	SRGD
52313	ICHALKARANJI to CHINCHWAD	ICHL	CNWD
52314	SHIRDI to BHUSAVAL	SRDI	BSL
52315	ASHTA to ISLAMPUR via POKHARNI	ASTA	ISL
52317	AMALNER to BHUSAVAL	AMN	BSL
52319	ICHALKARANJI to SOLAPUR	ICHL	SLP
52321	YAWAL to BHUSAVAL via NIMGAON	YWL	BSL
52322	KHAPAR to NANDURBAR	KHAP	NBR
52323	BHUSAVAL to YAWAL via NIMGAON	BSL	YWL
52324	BOISAR to NAVAPURKHADI	BSR	NVRKHDI
52325	KARMALA to SHELGAON	KML	SEGHKS
52326	SHELGAON to KARMALA	SEGHKS	KML
52327	MIRAJ to MALLEWADI via TAKALI	MRJ	MAEIMSN
52329	MALLEWADI to MIRAJ via TAKALI	MAEIMSN	MRJ
52331	WARWATI to AMBAJOGAI	WRAT	ABJ
52332	KARLI to NANDURBAR	KRINRN	NBR
52333	ZIRANIPADA to NANDURBAR	ZRNIA	NBR
52337	VAIDANE to NANDURBAR	VIAENN	NBR
52340	SANGOLA to DHAYATI	SNGO	DAAHSSA
52341	DHAYATI to SANGOLA	DAAHSSA	SNGO
52342	NAIGAON to AMBAJOGAI via AMBA SAKHAR KARKHANA	NIAOKJB	ABJ
52344	KARMALA to SAVADI via PONDHAWADI	KML	SAVADI
52345	SAVADI to KARMALA via PONDHAWADI	SAVADI	KML
52346	PACHORA to BHUSAVAL	PCH	BSL
52349	MANDUR to PANDHARPUR via SHIRALA	MNRSS	PPR
52350	KARMALA to ARJUN NAGAR	KML	AJNRKS
52351	ARJUN NAGAR to KARMALA	AJNRKS	KML
52354	LIMBGAON to AMBAJOGAI	LMGAAB	ABJ
52355	AKKALKUWA to NANDURBAR via PRAKASHA	AKKW	NBR
52356	KARMALA to HIWARE via HISARE	KML	HWRIKS
52358	VADRI to BHUSAVAL	VDRI	BSL
52360	KARMALA to WARKATANE via SOUNDE	KML	WRKTNE
52361	WARKATANE to KARMALA via SOUNDE	WRKTNE	KML
52362	AHMADPUR to RISOD via SENGAON	APR	RSD
52363	RISOD to AHMADPUR via SENGAON	RSD	APR
52364	KARMALA to GHARGAON via SANGOBA	KML	GAGBO
52365	GHARGAON to KARMALA via SANGOBA	GAGBO	KML
52367	KARMALA to ADINATH KARKHANA via JURE	KML	AIAKSB
52368	ADINATH KARKHANA to KARMALA via JURE	AIAKSB	KML
52369	AMBAJOGAI to MUDEGAON via RADI	ABJ	MDGANAIB
52370	MUDEGAON to AMBAJOGAI via RADI	MDGANAIB	ABJ
52371	KOPARLI to NANDURBAR via SHINDGAVAN	KPRLNN	NBR
52372	KARMALA to WANGI 1 via JEUR	KML	WNIAKS
52373	WANGI 1 to KARMALA via JEUR	WNIAKS	KML
52375	KARMALA to MANJARGAON	KML	MAJG
52376	YELDA to AMBAJOGAI	YLAAIB	ABJ
52377	MANJARGAON to KARMALA	MAJG	KML
52379	KARMALA to PUNWAR via MANGI	KML	PNWR
52380	PAL to YAWAL	PALQRJL	YWL
52381	PUNWAR to KARMALA via MANGI	PNWR	KML
52383	FACTORY to BHUSAVAL	FCTRYBJL	BSL
52385	KARMALA to ALJAPUR via POTHARE	KML	ALJPR
52386	ALJAPUR to KARMALA via POTHARE	ALJPR	KML
52387	KARMALA to PANDE via PANDE	KML	PNEAKS
52388	RAVER to BHUSAVAL via VITWA	RVR	BSL
52390	PANDHARPUR to MANDUR via SHIRALA	PPR	MNRSS
52391	KARMALA to BORGAON via SANGOBA	KML	BRG
52392	AMBAJOGAI to BARDAPUR via GITTA	ABJ	BRAPABE
52393	BORGAON to KARMALA via SANGOBA	BRG	KML
52394	BARDAPUR to AMBAJOGAI via GITTA	BRAPABE	ABJ
52397	PANDHARPUR to YAWAL via JAMKHED	PPR	YWL
52398	JEUR to WANGI 2 via DAIGAON	JEUR	WNIAKSA
52399	YAWAL to PANDHARPUR via JAMKHED	YWL	PPR
52400	WANGI 2 to JEUR via DAIGAON	WNIAKSA	JEUR
52401	JEUR to KEDGAON via SHETPHAL	JEUR	KDAEKS
52403	JEUR to TEMBHURNI via PANGARI	JEUR	TMB
52404	TEMBHURNI to JEUR via PANGARI	TMB	JEUR
52405	DADRA to DHARNI via RANAPISA	DDRA	DRN
52407	JAMKHED to PANDHARPUR	JMKD	PPR
52408	KARMALA to JAWALA via ALJAPUR	KML	JWLAJ
52410	APEGAON to AMBAJOGAI via LOKHANDI SAWARGAON	AEAOAB	ABJ
52412	KORTI to KARMALA via VIHAL	KOTI	KML
52413	GHATNANDUR to AMBAJOGAI via BHARAJ X RD.	GTNDR	ABJ
52415	MALKAPUR to PANDHARPUR via SHIRALA	MLKKLP	PPR
52418	WALA to AMBAJOGAI	WLRL	ABJ
52423	CHIPLUN to GANGRAI	CPN	GNG
52424	PANDHARPUR to MALKAPUR via SHIRALA	PPR	MLKKLP
52427	KHARCHANE to JAMBHUL	KHRNE	JMHLJJ
52429	THANAPUDE to PANDHARPUR via SHIRALA	THNSIS	PPR
52430	PANDHARPUR to THANAPUDE via SHIRALA	PPR	THNSIS
52432	FUFIRE GAON to PANDHARPUR via SAGAON	FUISIS	PPR
52433	AUSA to PANDHARPUR via SOLAPUR	AUSA	PPR
52434	PANDHARPUR to AUSA via SOLAPUR	PPR	AUSA
52435	PANDHARPUR to FUFIRE GAON via SAGAON	PPR	FUISIS
52436	AUSA to PANDHARPUR via BARSHI	AUSA	PPR
52437	PANDHARPUR to AUSA via BARSHI	PPR	AUSA
52438	WAKURDE BUDRUK to PANDHARPUR via SHIRALA	WRDEBD	PPR
52439	TANDALWADI to RAVER via VITWA	TNAWRJ	RVR
52440	RAVER to TANDALWADI via VITWA	RVR	TNAWRJ
52441	PANDHARPUR to WAKURDE BUDRUK via SHIRALA	PPR	WRDEBD
52442	KARJAT to LONI	KRJNGR	LNKAR
52443	LONI to KARJAT	LNKAR	KRJNGR
52444	CHAMORSHI to KARKAPALLI FATA	CMRS	KRAACG
52445	KARKAPALLI FATA to CHAMORSHI	KRAACG	CMRS
52450	BHAMRAGAD to GADCHIROLI	BMRGD	GDC
52451	RAJURA to GADCHIROLI	RJRA	GDC
52452	GADCHIROLI to GHOT via TALODI	GDC	GOCG
52453	GHOT to GADCHIROLI via TALODI	GOCG	GDC
52454	GHOT to GADCHIROLI via YEOLI	GOCG	GDC
52455	JAMBHUL to KHARCHANE	JMHLJJ	KHRNE
52456	CHINCHWAD to BODWAD	CNWD	BODWD
52457	PATIBANDHARA to NANDURBAR	PAINGUJ	NBR
52458	AKOLA to YAWAL	AKLCBS	YWL
52459	NILANGA to LATUR via RATHODA	NLG	LTR
52460	LATUR to NILANGA via RATHODA	LTR	NLG
52463	BHILJAMBHOLI to NANDURBAR	BIJAGUJ	NBR
52464	TALODA to NANDURBAR	TLD	NBR
52469	FACTORY to BHUSAVAL via DEEP NAGAR	FCTRYBJL	BSL
52470	YAWAL to BARODA	YWL	BARO
52471	BARODA to YAWAL	BARO	YWL
52472	PIMPALGAON to BHUSAVAL via WARNGAOAN	PMAGBJ	BSL
52473	BODWAD to BHUSAVAL via FEKARI	BODWD	BSL
52475	NILANGA to NALEGAON via AJANI	NLG	NLGNL
52476	NALEGAON to NILANGA via AJANI	NLGNL	NLG
52478	BETAWAD to BHUSAVAL	BTWAJJ	BSL
52479	VIKVEL to SHINDKHEDA	VKESD	SNDK
52480	BHILMADI to BHUSAVAL	BIMDBJ	BSL
52481	PANDHARKAWADA to ZARI via WANJARI	PNRK	ZRZY
52482	ZARI to PANDHARKAWADA via WANJARI	ZRZY	PNRK
52483	KESARPADA CHOWKI / BORDER to NANDURBAR	KSRPDNRN	NBR
52485	THORGAVHAN to BHUSAVAL	TRHN	BSL
52486	KHIRODA to BHUSAVAL	KHIDA	BSL
52487	SHIRPUR to PIMPALNER	SPR	PMR
52488	AURANGABAD to YAWAL via JALGAON	AWBCBS	YWL
52489	YAWAL to AURANGABAD via JALGAON	YWL	AWBCBS
52490	KHIRODA to JALGAON	KHIDA	JLG
52492	SHINDEWADI to LANJA via MANDAVKAR WADI	SIDLJR	LNJ
52493	LATUR to UDGIR via BHUSNI PATI	LTR	UDG
52494	LANJA to GAVADE AMBERE via MANDAVKAR WADI	LNJ	GVDRNR
52495	SAKRI to SHIVAJI NAGAR PUNE via DAPODI	SKR	SNGR
52496	AUSA to HASALGAN	AUSA	HSLGALT
52497	HASALGAN to AUSA	HSLGALT	AUSA
52498	PIMPALNER to JALGAON	PMR	JLG
52501	YAWAL to CHINCHWAD via JAMNER	YWL	CNWD
52502	SHIRDI to SAKRI via NAMAPUR	SRDI	SKR
52504	NILANGA to SOLAPUR	NLG	SLP
52505	SOLAPUR to NILANGA	SLP	NLG
52506	BHUSAVAL to NASIK CBS	BSL	NSKCBS
52507	GEORAI to RAMPURI	GVI	RMURGIB
52508	RAMPURI to GEORAI	RMURGIB	GVI
52509	NASIK CBS to BHUSAVAL	NSKCBS	BSL
52511	HAMBARDI to BHUSAVAL	HABDI	BSL
52512	NAGPUR to PANDHARKAWADA via GHATANJI	NGPCBS	PNRK
52513	JUNONI to BHUSAVAL	JUNBJL	BSL
52514	PANDHARKAWADA to NAGPUR via GHATANJI	PNRK	NGPCBS
52515	SHINDKHEDA to AMALNER	SNDK	AMN
52516	RATNAGIRI to AMBOLGAD via NAVEDAR WADI	RTN	AMGD
52517	JUNONE to BHUSAVAL	JNNBJ	BSL
52518	ICHALKARANJI to KOLHAPUR via RUKADI FATA	ICHL	KLPCBS
52519	SAVATARNIMBHORA to BHUSAVAL	SVTM	BSL
52520	BURHANPUR to YAWAL	BUAUR	YWL
52521	YAWAL to BURHANPUR	YWL	BUAUR
52522	ACHEGAON to BHUSAVAL	ACHGN	BSL
52523	LAMAKANI to SHINDKHEDA	LMKAI	SNDK
52524	NAGPUR to PANDHARKAWADA via SAKHARA	NGPCBS	PNRK
52525	PANDHARKAWADA to NAGPUR via SAKHARA	PNRK	NGPCBS
52526	BELVHAD to BHUSAVAL	BLHDBJ	BSL
52527	DONDAICHA to SHINDKHEDA via JOGSHELU	DOND	SNDK
52528	WAGHUR COLONY to BHUSAVAL	WGURCL	BSL
52529	VIJAYDURG to RATNAGIRI via TARLA	VJD	RTN
52530	BHUSAVAL to KANDARI via VARADSIM	BSL	KNAIBJ
52531	KANDARI to BHUSAVAL via VARADSIM	KNAIBJ	BSL
52532	HUMBARDE to SHINDKHEDA	HMARE	SNDK
52533	VARADSIM to BHUSAVAL	VRDSM	BSL
52534	VILHODE to BHUSAVAL	VLOEBJ	BSL
52535	WAKI to BHUSAVAL	WKBJ	BSL
52536	SAWKHADA to YAWAL	SWHDYJ	YWL
52537	LOHARA to BHUSAVAL via SAVADA	LHRRJ	BSL
52538	BHUSAVAL to CHALISGAON	BSL	CHL
52539	TARLA to MANCHE	TRL	MANCHE
52540	LONWADI to BHUSAVAL	LNWDIBJL	BSL
52541	UDALI to BHUSAVAL	UAIRJ	BSL
52542	DEVALAS. SC.ST. to BHUSAVAL	DVLSJJML	BSL
52543	KATHORA to BHUSAVAL	KTHRAYJL	BSL
52544	DEOULGAON to PALASKHEDA(KAKAR)	DOLAJJ	PLSHDJ
52545	PALASKHEDA(KAKAR) to DEOULGAON	PLSHDJ	DOLAJJ
52546	VICHAVE to BHUSAVAL	VCHVE	BSL
52548	AIR FORCE STN. BORGAD to PANDAV LENE via MERI	AFSB	PVLN
52550	SURWADE to BHUSAVAL	SUDE	BSL
52551	BETAWAD KHURD to BHUSAVAL	BTWDKU	BSL
52553	LOHARA to BHUSAVAL	LHRPJ	BSL
52554	LOHARA to BHUSAVAL via KANDARI	LHRPJ	BSL
52556	HINGONA to BHUSAVAL	HNOAYJ	BSL
52559	LATUR to NILANGA	LTR	NLG
52560	YAVATMAL to MAHUR	YTL	MHR
52561	MAHUR to YAVATMAL	MHR	YTL
52566	NASIK to SHRIGONDA via SHIRDI	NASIK	SRGD
52567	SHRIGONDA to NASIK via MANDAVGAN	SRGD	NASIK
52570	NASIK CBS to SHRIGONDA via SINNAR	NSKCBS	SRGD
52571	NASIK to SHRIGONDA via MANDAVGAN	NASIK	SRGD
52572	AHMEDNAGAR MALIWADA to PEDGAON via SHRIGONDA	ANGRMWD	PDAESA
52573	PEDGAON to AHMEDNAGAR MALIWADA via RUI CHATISHI	PDAESA	ANGRMWD
52574	PANDHARPUR to SHRIGONDA	PPR	SRGD
52575	SHRIGONDA to PANDHARPUR via WALWAD	SRGD	PPR
52576	PARNER to TAKLI DOKHESHWAR via BHONDRE	PRNR	TAOK
52577	TAKLI DOKHESHWAR to PARNER via BHONDRE	TAOK	PRNR
52578	DEGLOOR to JUKKAL via BHAKTAPUR	DGLR	JKAAP
52579	JUKKAL to DEGLOOR via BHAKTAPUR	JKAAP	DGLR
52584	KAVTHEMAHANKAL to TASGAON via ARAWADE	KMHL	TSGN
52585	WARUD to ISAMBRI	WUD	ISAMBRI
52586	ISAMBRI to WARUD	ISAMBRI	WUD
52587	LATUR to NILANGA via ARI MOD	LTR	NLG
52588	PARNER to MUMBAI CENTRAL via KANHUR PATHAR	PRNR	MCT
52589	SILLOD to PANDHARPUR via AHMEDNAGAR MALIWADA	SLD	PPR
52590	PANDHARPUR to SILLOD via AHMEDNAGAR MALIWADA	PPR	SLD
52595	CHINCHWAD to ERANDOL	CNWD	ERDL
52605	SWARGAON FATA to LATUR via MURUD AKOLA	SAGFTLB	LTR
52608	AURANGABAD to ERANDOL via VARAD	AWBCBS	ERDL
52609	KALAMNOORI to RUPUR	KLMNR	RUPUR
52610	RUPUR to KALAMNOORI	RUPUR	KLMNR
52614	KALAMNOORI to KHAPRKEDA	KLMNR	KARKKH
52615	KHAPRKEDA to KALAMNOORI	KARKKH	KLMNR
52616	SHEGAON to ERANDOL	SGN	ERDL
52617	MURUD to KHARAMBOLI	MRD	KRMO
52618	KHARAMBOLI to MURUD	KRMO	MRD
52619	BULDHANA to ERANDOL via JALGAON	BLD	ERDL
52620	BULDHANA to ERANDOL	BLD	ERDL
52621	KALAMNOORI to KANAKA	KLMNR	KNKAKH
52622	KANAKA to KALAMNOORI	KNKAKH	KLMNR
52623	NILANGA to CHILWANTWADI via HALSI	NLG	CILNLLT
52624	PACHORA to ERANDOL via DHOLI	PCH	ERDL
52625	AURANGABAD to BHUSAVAL via JALGAON	AWBCBS	BSL
52626	CHILWANTWADI to NILANGA via HALSI	CILNLLT	NLG
52628	JEUR to MALAWADE via NIMBHORE	JEUR	MLWDE
52629	MALAWADE to JEUR via NIMBHORE	MLWDE	JEUR
52630	KARMALA to JEUR via WARKATANE	KML	JEUR
52631	JEUR to KARMALA via WARKATANE	JEUR	KML
52632	ARNI to ARNI via JAWALA	ARNI	ARNI
52633	FARKANDE FATA to ERANDOL	FRADEJ	ERDL
52635	DHARANGAON to ERANDOL via TOLI	DHRNGN	ERDL
52636	MORSHI to DAHISUR	MRS	DAHISUR
52637	DAHISUR to MORSHI	DAHISUR	MRS
52638	LATUR to AURADSHAHAJANI via LAMJANA	LTR	ARDSNL
52639	DHARANGAON to BHADGAON	DHRNGN	BDGN
52640	AURADSHAHAJANI to LATUR via LAMJANA	ARDSNL	LTR
52641	BHADGAON to ERANDOL via ADGAON	BDGN	ERDL
52644	CHICHKUBH to AMBADA	CIHCA	ABDMA
52646	HIWARE to KARMALA via HISARE	HWRIKS	KML
52647	RAJGURUNAGAR to BEEBI DAM	RJGR	BEIKPA
52649	BEEBI DAM to RAJGURUNAGAR	BEIKPA	RJGR
52651	PANDHARPUR to OTUR via AHMEDNAGAR	PPR	OTR
52652	OTUR to PANDHARPUR via AHMEDNAGAR	OTR	PPR
52653	DEONI to UDGIR via JAKNAL	DVN	UDG
52658	DARWHA to KAMATHWADA via LADKHED	DRW	KMAW
52663	KARMALA to SADE via SOUNDE	KML	SDAKS
52664	SADE to KARMALA via SOUNDE	SDAKS	KML
52672	SHIRUR to ALEPHATA	SRR	ALPT
52673	ALEPHATA to SHIRUR	ALPT	SRR
52674	NILANGA to KILLLARI via SARWADI	NLG	KLLAAL
52675	KILLLARI to NILANGA via SARWADI	KLLAAL	NLG
52676	WALKI to PARNER	WLIAAR	PRNR
52677	AUNDHA to BASMAT	ANHAAP	BSMT
52678	HANCHAL to NILANGA	HNHANL	NLG
52680	SELVASA to PARNER via JAWHAR	SELVASA	PRNR
52681	CHANDRAPUR to GADCHIROLI via UPARI	CHN	GDC
52682	PAROLA to ERANDOL via SARVE	PROL	ERDL
52684	ERANDOL to DHULE	ERDL	DHL
52686	AMBAJOGAI to MOHA	ABJ	MHPIB
52687	MOHA to AMBAJOGAI	MHPIB	ABJ
52688	PACHORA to ERANDOL via MAHIJI	PCH	ERDL
52689	KHED to NANDIVALI VITTHALWADI via MALADEGAON	KHD	NNDVKDRT
52690	NANDIVALI VITTHALWADI to KHED via MALADEGAON	NNDVKDRT	KHD
52691	AMBAJOGAI to SIRSALA	ABJ	SRSLA
52692	SIRSALA to AMBAJOGAI	SRSLA	ABJ
52693	TALAI to JALGAON	TLIEJL	JLG
52695	AHMADPUR to PANDHARPUR via KURUDWADI	APR	PPR
52696	PIMPRI to ERANDOL	PMRDJ	ERDL
52697	PANDHARPUR to AHMADPUR via KURUDWADI	PPR	APR
52698	UTRAN to ERANDOL	UTRN	ERDL
52701	BHAVARKHEDA to ERANDOL	BHVH	ERDL
52702	PANORA to CHANDRAPUR	PANORAGCA	CHN
52703	AMBAJOGAI to NAIGAON via DIGHOL X RD.	ABJ	NIAOKJB
52704	NAIGAON to AMBAJOGAI via DIGHOL X RD.	NIAOKJB	ABJ
52706	AMBAJOGAI to NAIGAON via AMBA SAKHAR KARKHANA	ABJ	NIAOKJB
52707	CHAKUR to UDGIR via HANUMANT WADI	CKR	UDG
52708	AMBAJOGAI to SOUNDANA via AMBA SAKHAR KARKHANA	ABJ	SUDNKB
52709	SOUNDANA to AMBAJOGAI via AMBA SAKHAR KARKHANA	SUDNKB	ABJ
52713	AMBAJOGAI to APEGAON via AMBA SAKHAR KARKHANA	ABJ	AEAOAB
52714	APEGAON to AMBAJOGAI via AMBA SAKHAR KARKHANA	AEAOAB	ABJ
52715	JAT to JALIHAL BUDRUK	JAT	JLHLBDK
52719	AMBAJOGAI to ANJANPUR via AMBA SAKHAR KARKHANA	ABJ	AJNPAB
52720	ANJANPUR to AMBAJOGAI via AMBA SAKHAR KARKHANA	AJNPAB	ABJ
52723	MANKESHWAR to UDGIR	MNESDL	UDG
52725	ADAS to AMBAJOGAI via DHAWADI	AADRBD	ABJ
52728	BATANPUR to UDGIR via YENAKI	BTNPDL	UDG
52739	NILANGA to TADMUGALI via TABERWADI	NLG	TDUGNL
52740	TADMUGALI to NILANGA via TABERWADI	TDUGNL	NLG
52744	JAMNER to HINGANA	JMN	HNG
52745	TAKLI DOKHESHWAR to PARNER via KANHUR PATHAR	TAOK	PRNR
52748	CHIPLUN to GHARADA COMPANY	CPN	GHRACOMP
52749	GHARADA COMPANY to CHIPLUN	GHRACOMP	CPN
52754	NERI to JAMNER via MALPIMPRI	NERI	JMN
52756	JUNNAR to PANDHARPUR via INDAPUR	JNR	PPR
52757	PANDHARPUR to JUNNAR via INDAPUR	PPR	JNR
52758	KHOPOLI GAON to VASHI HIGHWAY	KPLIGN	VSHIHG
52759	VASHI HIGHWAY to KHOPOLI GAON	VSHIHG	KPLIGN
52760	DADAR EAST to LONAVALA	DDRE	LNVL
52765	AMBADA to DAHISUR	ABDMA	DAHISUR
52766	NILANGA to AURADSHAHAJANI via AMBULGA	NLG	ARDSNL
52767	AURADSHAHAJANI to NILANGA via AMBULGA	ARDSNL	NLG
52769	LATUR to AJANI	LTR	AAINL
52770	AJANI to LATUR	AAINL	LTR
52771	PATHRI to WANGI	PTRI	WANGIP
52772	WANGI to PATHRI	WANGIP	PTRI
52774	SURAT to SHAHADA	SRT	SHHD
52775	UARALI KANCHAN to DALIMB	URLA	DLMB
52776	DALIMB to UARALI KANCHAN	DLMB	URLA
52778	DAHANU to VANGAON RLY. BRIDGE via SAVATA	DHN	VNANDUT
52779	PALGHAR to KHUTADPADA	PGR	KHTDPDA
52780	KHEDADIGAR KHETIA to SHAHADA	KEADG	SHHD
52782	NILANGA to K. SHIRASI via HALSHI	NLG	KSIS
52783	K. SHIRASI to NILANGA via HALSHI	KSIS	NLG
52784	MALEGAON to SHAHADA	MLG	SHHD
52785	AHMEDABAD to SHAHADA	AHMBD	SHHD
52786	NASIK CBS to SHAHADA	NSKCBS	SHHD
52787	MUMBAI CENTRAL to JALGAON	MCT	JLG
52788	JALGAON to MUMBAI CENTRAL	JLG	MCT
52789	DHARANGAON to PAROLA via RAJWAD	DHRNGN	PROL
52792	DHARANGAON to PAROLA via SHELAVE	DHRNGN	PROL
52793	PAREL to KALEDHON via SATARA	PRL	KLDH
52794	PAROLA to SHAHADA via AMALNER	PROL	SHHD
52796	BABHULGAON to ERANDOL	BABGDJL	ERDL
52797	KAUTHAL to SHAHADA	KUHASN	SHHD
52799	AMALNER to SHAHADA via DHULE	AMN	SHHD
52800	KALAMBU to SHAHADA	KLMBSAN	SHHD
52802	SONVAD to SHAHADA	SNADSN	SHHD
52804	MOTHE KATHARDA to SHAHADA	MTEA	SHHD
52805	SASWAD to SUPA via AMBI FATA	SSWD	SPBP
52806	SHIRDHON to JUNE CHAVARE	SDHNSKL	JNCHK
52808	PALI to ROHA via KOLAD	PALIRGD	ROH
52812	NILANGA to NANDED via NALEGAON	NLG	NND
52813	NANDED to NILANGA via NALEGAON	NND	NLG
52816	PHALTAN to PANDHARPUR via MHASWAD	PHL	PPR
52817	PANDHARPUR to PHALTAN via MHASWAD	PPR	PHL
52819	LATUR to AHMADPUR via TALANI	LTR	APR
52820	BHUSAVAL to AKOLA via MALKAPUR	BSL	AKLCBS
52821	AKOLA to BHUSAVAL via MALKAPUR	AKLCBS	BSL
52822	MASURE KAWA to KASAL	MUREMLS	KSL
52823	SANKH to JAT via DARIKUNUR	SNKH	JAT
52824	KHOCHI to ICHALKARANJI via NARANDE	KHCHI	ICHL
52825	NAVAGAON to SHAHADA	NVGANSAN	SHHD
52830	DHANKI to RALEGAON	DNK	RLG
52832	CHINCHKHANDI to AMBAJOGAI	CICHHAB	ABJ
52833	AKOLA to JALGAON	AKLCBS	JLG
52834	BHAIRPUR to SHAHADA	BARPRSN	SHHD
52835	CHIPLUN to HADKANI	CPN	HDACPR
52836	RALEGAON to AMRAVATI	RLG	AMT
52837	AMRAVATI to RALEGAON	AMT	RLG
52838	NILANGA to KASAR SIRASI via BANGARCHINCHOLI	NLG	KSSRN
52839	KASAR SIRASI to NILANGA via BANGARCHINCHOLI	KSSRN	NLG
52840	NILANGA to YELNUR	NLG	YELNUR
52841	YELNUR to NILANGA	YELNUR	NLG
52844	PANDHARPUR to PAKALPUR	PPR	PKLPUR
52845	BILADI to SHAHADA	BLDISN	SHHD
52847	RALEGAON to KAPSI	RLG	KPIHW
52848	KAPSI to RALEGAON	KPIHW	RLG
52849	OZARTA to SHAHADA	OATA	SHHD
52850	DAMALDA to SHAHADA	DMLDSN	SHHD
52853	KUSUMWADA to SHAHADA	KSMWDSAN	SHHD
52855	NARAYANGAON to KANJALI	NRYGN	KNJLI
