route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id
599,FULLW,96367,"Panaji via Ponda",,1
600,FULLW,96362,"Savarshe via Marcel,Honda",,0
600,FULLW,96372,"Panaji via Marcel,Honda",,1
611,FULLW,96529,"Bhatwadi",,0
614,FULLW,96530,"Cortalim Junction via Titan,Neura",,0
614,FULLW,96546,"Vasco via Titan,Neura",,1
619,FULLW,96539,"Margao City via Cortalim",,0
619,FULLW,96550,"Margao City via Cortalim",,0
619,FULLW,96557,"Margao City via Cortalim",,0
619,FULLW,96566,"Margao City via Cortalim",,0
619,FULLW,96574,"Margao City via Cortalim",,0
619,FULLW,96579,"Margao City via Cortalim",,0
619,FULLW,96585,"Margao City via Cortalim",,0
619,FULLW,96589,"Margao City via Cortalim",,0
619,FULLW,96594,"Margao City via Cortalim",,0
619,FULLW,96598,"Margao City via Cortalim",,0
619,FULLW,96601,"Margao City via Cortalim",,0
619,FULLW,96603,"Margao City via Cortalim",,0
619,FULLW,96606,"Margao City via Cortalim",,0
619,FULLW,96609,"Margao City via Cortalim",,0
619,FULLW,96612,"Margao City via Cortalim",,0
619,FULLW,96615,"Margao City via Cortalim",,0
619,FULLW,96618,"Margao City via Cortalim",,0
619,FULLW,96621,"Margao City via Cortalim",,0
619,FULLW,96624,"Margao City via Cortalim",,0
619,FULLW,96627,"Margao City via Cortalim",,0
619,FULLW,96630,"Margao City via Cortalim",,0
619,FULLW,96633,"Margao City via Cortalim",,0
619,FULLW,96636,"Margao City via Cortalim",,0
619,FULLW,96639,"Margao City via Cortalim",,0
619,FULLW,96642,"Margao City via Cortalim",,0
619,FULLW,96645,"Margao City via Cortalim",,0
619,FULLW,96648,"Margao City via Cortalim",,0
619,FULLW,96651,"Margao City via Cortalim",,0
619,FULLW,96654,"Margao City via Cortalim",,0
619,FULLW,96657,"Margao City via Cortalim",,0
619,FULLW,96661,"Margao City via Cortalim",,0
619,FULLW,96664,"Margao City via Cortalim",,0
619,FULLW,96665,"Margao City via Cortalim",,0
619,FULLW,96668,"Vasco via Cortalim",,1
619,FULLW,96671,"Vasco via Cortalim",,1
619,FULLW,96674,"Vasco via Cortalim",,1
619,FULLW,96677,"Vasco via Cortalim",,1
619,FULLW,96680,"Vasco via Cortalim",,1
619,FULLW,96683,"Vasco via Cortalim",,1
619,FULLW,96686,"Vasco via Cortalim",,1
619,FULLW,96689,"Vasco via Cortalim",,1
619,FULLW,96692,"Vasco via Cortalim",,1
619,FULLW,96695,"Vasco via Cortalim",,1
619,FULLW,96698,"Vasco via Cortalim",,1
619,FULLW,96701,"Vasco via Cortalim",,1
619,FULLW,96704,"Vasco via Cortalim",,1
619,FULLW,96708,"Vasco via Cortalim",,1
619,FULLW,96711,"Vasco via Cortalim",,1
619,FULLW,96714,"Vasco via Cortalim",,1
619,FULLW,96717,"Vasco via Cortalim",,1
619,FULLW,96720,"Vasco via Cortalim",,1
619,FULLW,96723,"Vasco via Cortalim",,1
619,FULLW,96726,"Vasco via Cortalim",,1
619,FULLW,96729,"Vasco via Cortalim",,1
619,FULLW,96733,"Vasco via Cortalim",,1
619,FULLW,96735,"Vasco via Cortalim",,1
619,FULLW,96737,"Vasco via Cortalim",,1
619,FULLW,96740,"Vasco via Cortalim",,1
619,FULLW,96743,"Vasco via Cortalim",,1
619,FULLW,96746,"Vasco via Cortalim",,1
619,FULLW,96750,"Vasco via Cortalim",,1
619,FULLW,96753,"Vasco via Cortalim",,1
619,FULLW,96755,"Vasco via Cortalim",,1
626,FULLW,95650,"Narve Ferry via Pilgao",,0
626,FULLW,95654,"Narve Ferry via Pilgao",,0
626,FULLW,95657,"Narve Ferry via Pilgao",,0
626,FULLW,95663,"Bicholim via Pilgao",,1
626,FULLW,95668,"Bicholim via Pilgao",,1
633,FULLW,96012,"Banda via Madura Devl",,0
633,FULLW,96027,"Banda via Madura Devl",,0
633,FULLW,96043,"Panaji via Madura Devl",,1
633,FULLW,96060,"Panaji via Madura Devl",,1
637,FULLW,96132,"Halarna via Kulan",,0
637,FULLW,96147,"Halarna via Kulan",,0
637,FULLW,96159,"Panaji via Kulan",,1
637,FULLW,96169,"Panaji via Kulan",,1
638,FULLW,96084,"Panaji via Mapusa,Pisurle",,1
641,FULLW,96187,"Korgao Wada via Tuem",,0
641,FULLW,96195,"Panaji via Tuem",,1
642,FULLW,96256,"Mhadai River Stop via Sanquelim",,0
642,FULLW,96265,"Panaji via Sanquelim",,1
644,FULLW,96278,"Nanachipani via Mapusa",,0
644,FULLW,96283,"Nanachipani via Mapusa",,0
644,FULLW,96290,"Panaji via Mapusa",,1
644,FULLW,96304,"Panaji via Mapusa",,1
645,FULLW,96002,"Badem via Mapusa",,0
645,FULLW,96013,"Badem via Mapusa",,0
645,FULLW,96020,"Badem via Mapusa",,0
