D14608,"The last stop_time in trip D14608 is missing times."
S147985,"The first stop_time in trip S147985 is missing times."
S14958,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip S14958"
S14982,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip S14982"
S14990,"Timetravel detected! Arrival time is before previous departure at sequence number 22 in trip S14990"
S155502,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip S155502"
S155556,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip S155556"
S15635,"High speed travel detected in trip S15635: KASAR SHIRSHI to AURADSHAHAJANI. 23102 meters in 0 seconds."
S15962,"High speed travel detected in trip S15962: LATUR to MURUD. 381414 meters in 3600 seconds. (381 km/h)."
S160015,"High speed travel detected in trip S160015: WAI to SWARGATE, PUNE. 61320 meters in 900 seconds. (245 km/h)."
S16919,"High speed travel detected in trip S16919: LATUR to NILANGA. 36461 meters in 900 seconds. (146 km/h)."
S17264,"High speed travel detected in trip S17264: LATUR to MURUD. 381414 meters in 3660 seconds. (375 km/h)."
S175635,"High speed travel detected in trip S175635: SOLAPUR to TULJAPUR. 40935 meters in 900 seconds. (164 km/h)."
S175721,"High speed travel detected in trip S175721: PANDHARPUR to SOLAPUR. 60607 meters in 1800 seconds. (121 km/h)."
S175733,"High speed travel detected in trip S175733: PANDHARPUR to SOLAPUR. 60607 meters in 900 seconds. (242 km/h)."
S1800594,"Timetravel detected! Arrival time is before previous departure at sequence number 29 in trip S1800594"
S180875,"Timetravel detected! Arrival time is before previous departure at sequence number 4 in trip S180875"
S180876,"Timetravel detected! Arrival time is before previous departure at sequence number 4 in trip S180876"
S180890,"Timetravel detected! Arrival time is before previous departure at sequence number 5 in trip S180890"
S18128,"High speed travel detected in trip S18128: LATUR to NILANGA. 36461 meters in 900 seconds. (146 km/h)."
S18217,"High speed travel detected in trip S18217: LATUR to MURUD. 381414 meters in 6300 seconds. (218 km/h)."
S18298,"High speed travel detected in trip S18298: LATUR to MURUD. 381414 meters in 2700 seconds. (509 km/h)."
S18310,"High speed travel detected in trip S18310: MURUD to LATUR. 381414 meters in 3600 seconds. (381 km/h)."
S18436,"High speed travel detected in trip S18436: LATUR to MURUD. 381414 meters in 2700 seconds. (509 km/h)."
S19012,"Duplicate stop_sequence in trip_id S19012"
S19013,"Duplicate stop_sequence in trip_id S19013"
S19016,"Duplicate stop_sequence in trip_id S19016"
S19017,"Duplicate stop_sequence in trip_id S19017"
S19022,"Duplicate stop_sequence in trip_id S19022"
S19022,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip S19022"
S19023,"Duplicate stop_sequence in trip_id S19023"
S19023,"Timetravel detected! Arrival time is before previous departure at sequence number 39 in trip S19023"
S19026,"Duplicate stop_sequence in trip_id S19026"
S19026,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19026"
S19027,"Duplicate stop_sequence in trip_id S19027"
S19027,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19027"
S19028,"Duplicate stop_sequence in trip_id S19028"
S19028,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19028"
S19029,"Duplicate stop_sequence in trip_id S19029"
S19029,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19029"
S19074,"Duplicate stop_sequence in trip_id S19074"
S19075,"Duplicate stop_sequence in trip_id S19075"
S19075,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip S19075"
S191829,"High speed travel detected in trip S191829: SHRIRAMPUR to ARDHAPUR. 287817 meters in 7200 seconds. (144 km/h)."
S191830,"High speed travel detected in trip S191830: ARDHAPUR to SHRIRAMPUR. 287817 meters in 7200 seconds. (144 km/h)."
S19272,"Duplicate stop_sequence in trip_id S19272"
S19272,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19272"
S19273,"Duplicate stop_sequence in trip_id S19273"
S19273,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19273"
S19292,"Duplicate stop_sequence in trip_id S19292"
S19292,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip S19292"
S19293,"Duplicate stop_sequence in trip_id S19293"
S19293,"Timetravel detected! Arrival time is before previous departure at sequence number 25 in trip S19293"
S19342,"Duplicate stop_sequence in trip_id S19342"
S19343,"Duplicate stop_sequence in trip_id S19343"
S19352,"Duplicate stop_sequence in trip_id S19352"
S19352,"Timetravel detected! Arrival time is before previous departure at sequence number 12 in trip S19352"
S19358,"Duplicate stop_sequence in trip_id S19358"
S19359,"Duplicate stop_sequence in trip_id S19359"
S19359,"Timetravel detected! Arrival time is before previous departure at sequence number 20 in trip S19359"
S19391,"Duplicate stop_sequence in trip_id S19391"
S19391,"Timetravel detected! Arrival time is before previous departure at sequence number 15 in trip S19391"
S194034,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip S194034"
S19447,"Duplicate stop_sequence in trip_id S19447"
S19447,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19447"
S19448,"Duplicate stop_sequence in trip_id S19448"
S19448,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19448"
S19449,"Duplicate stop_sequence in trip_id S19449"
S19449,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19449"
S19450,"Duplicate stop_sequence in trip_id S19450"
S19450,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19450"
S19451,"Duplicate stop_sequence in trip_id S19451"
S19451,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19451"
S19452,"Duplicate stop_sequence in trip_id S19452"
S19452,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19452"
S19453,"Duplicate stop_sequence in trip_id S19453"
S19453,"Timetravel detected! Arrival time is before previous departure at sequence number 27 in trip S19453"
S19733,"Timetravel detected! Arrival time is before previous departure at sequence number 26 in trip S19733"
S198397,"High speed travel detected in trip S198397: NANDURBAR to DHULE. 75920 meters in 0 seconds."
S198427,"The first stop_time in trip S198427 is missing times."
S200728,"High speed travel detected in trip S200728: NANDURBAR to SHAHADA. 30608 meters in 300 seconds. (367 km/h)."
S201686,"High speed travel detected in trip S201686: NANDURBAR to SHAHADA. 30608 meters in 900 seconds. (122 km/h)."
S20210,"The first stop_time in trip S20210 is missing times."
S203384,"High speed travel detected in trip S203384: JALGAON to DHARANGAON. 30214 meters in 900 seconds. (121 km/h)."
S20522,"Timetravel detected! Arrival time is before previous departure at sequence number 36 in trip S20522"
S205235,"Timetravel detected! Arrival time is before previous departure at sequence number 17 in trip S205235"
S206013,"High speed travel detected in trip S206013: AMALNER to JALGAON. 52513 meters in 1200 seconds. (158 km/h)."
S206957,"High speed travel detected in trip S206957: SHINDKHEDA to CHANDGAD. 595745 meters in 1800 seconds. (1191 km/h)."
S206958,"High speed travel detected in trip S206958: CHANDGAD to SHINDKHEDA. 595745 meters in 1800 seconds. (1191 km/h)."
S208032,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S208032"
S208032,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip S208032"
S208032,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip S208032"
S208038,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S208038"
S208038,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip S208038"
S208038,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip S208038"
S20814,"Timetravel detected! Arrival time is before previous departure at sequence number 34 in trip S20814"
S208202,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S208202"
S208202,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip S208202"
S208202,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip S208202"
S208208,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S208208"
S208208,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip S208208"
S208208,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip S208208"
S208888,"Timetravel detected! Arrival time is before previous departure at sequence number 14 in trip S208888"
S208888,"Timetravel detected! Arrival time is before previous departure at sequence number 28 in trip S208888"
S208888,"Timetravel detected! Arrival time is before previous departure at sequence number 8 in trip S208888"
S211320,"High speed travel detected in trip S211320: MALEGAON to CHALISGAON. 50737 meters in 900 seconds. (203 km/h)."
S2130078,"High speed travel detected in trip S2130078: KANNAD to CHALISGAON. 26384 meters in 0 seconds."
S21646,"High speed travel detected in trip S21646: HADGAON to VITTHALWADI. 474243 meters in 3600 seconds. (474 km/h)."
S21647,"High speed travel detected in trip S21647: VITTHALWADI to HADGAON. 474243 meters in 3600 seconds. (474 km/h)."
