trip_id,arrival_time,departure_time,stop_id,stop_sequence
170,07:45:00,07:45:00,1697,1
170,07:50:00,07:50:00,1696,2
171,08:15:00,08:15:00,1697,1
171,08:20:00,08:20:00,1696,2
172,10:15:00,10:15:00,1697,1
172,10:20:00,10:20:00,1696,2
173,12:15:00,12:15:00,1697,1
173,12:20:00,12:20:00,1696,2
174,19:45:00,19:45:00,1697,1
174,19:50:00,19:50:00,1696,2
175,17:40:00,17:40:00,1697,1
175,17:45:00,17:45:00,1696,2
176,10:15:00,10:15:00,1696,1
176,10:20:00,10:20:00,1697,2
177,10:30:00,10:30:00,1696,1
177,10:35:00,10:35:00,1697,2
178,10:45:00,10:45:00,1696,1
178,10:50:00,10:50:00,1697,2
179,11:15:00,11:15:00,1696,1
179,11:20:00,11:20:00,1697,2
262,12:45:00,12:45:00,1699,1
262,12:50:00,12:50:00,1700,2
263,14:35:00,14:35:00,1700,1
263,14:40:00,14:40:00,1699,2
264,06:00:00,06:00:00,1699,1
264,06:05:00,06:05:00,1700,2
265,06:30:00,06:30:00,1699,1
265,06:35:00,06:35:00,1700,2
266,09:15:00,09:15:00,1699,1
266,09:25:00,09:25:00,1700,2
267,12:25:00,12:25:00,1699,1
267,12:30:00,12:30:00,1700,2
268,07:15:00,07:15:00,1699,1
268,07:20:00,07:20:00,1700,2
269,07:40:00,07:40:00,1699,1
269,07:45:00,07:45:00,1700,2
270,12:00:00,12:00:00,1699,1
270,12:05:00,12:05:00,1700,2
271,06:15:00,06:15:00,1700,1
271,06:20:00,06:20:00,1699,2
272,07:00:00,07:00:00,1700,1
272,07:05:00,07:05:00,1699,2
273,09:05:00,09:05:00,1700,1
273,09:10:00,09:10:00,1699,2
274,11:30:00,11:30:00,1700,1
274,11:35:00,11:35:00,1699,2
275,12:15:00,12:15:00,1700,1
275,12:20:00,12:20:00,1699,2
276,12:35:00,12:35:00,1700,1
276,12:40:00,12:40:00,1699,2
277,13:05:00,13:05:00,1700,1
277,13:10:00,13:10:00,1699,2
278,13:40:00,13:40:00,1700,1
278,13:45:00,13:45:00,1699,2
279,14:00:00,14:00:00,1700,1
279,14:05:00,14:05:00,1699,2
245,06:00:00,06:00:00,1702,1
245,06:05:00,06:05:00,1701,2
246,09:20:00,09:20:00,1702,1
246,09:25:00,09:25:00,1701,2
247,10:30:00,10:30:00,1702,1
247,10:35:00,10:35:00,1701,2
248,12:20:00,12:20:00,1702,1
248,12:25:00,12:25:00,1701,2
249,13:45:00,13:45:00,1702,1
249,13:50:00,13:50:00,1701,2
250,16:40:00,16:40:00,1702,1
250,16:45:00,16:45:00,1701,2
251,19:45:00,19:45:00,1702,1
251,19:50:00,19:50:00,1701,2
252,16:30:00,16:30:00,1701,1
252,16:35:00,16:35:00,1702,2
