route_id,agency_id,route_short_name,route_long_name,route_type
1,KTC,,KTC Panjim-KTC Mapusa,3
2,KTC,,KTC Panjim-Miramar Circle,3
3,KTC,,KTC Panjim-KTC Margao,3
4,KTC,,KTC Panjim-Kadamba Porvorim Depot,3
5,KTC,,KTC Panjim-Ponda Old Bus Stand,3
6,KTC,,Porvorim Market-Miramar Circle,3
7,KTC,,KTC Mapusa-Hasapur Village,3
8,KTC,,KTC Mapusa-KTC Pernem,3
9,KTC,,KTC Pernem-Ibrampur,3
10,KTC,,KTC Panjim-KTC Pernem,3
