route_id,service_id,trip_id,trip_short_name,direction_id
3,FULLW,325,trip,1
2,FULLW,326,trip,0
3,FULLW,327,trip,1
2,FULLW,328,trip,0
3,FULLW,329,trip,1
2,FULLW,330,trip,0
3,FULLW,331,trip,1
2,FULLW,332,trip,0
3,FULLW,333,trip,1
2,FULLW,334,trip,0
3,FULLW,335,trip,1
2,FULLW,336,trip,0
3,FULLW,337,trip,1
2,FULLW,338,trip,0
3,FULLW,339,trip,1
2,FULLW,340,trip,0
3,FULLW,341,trip,1
2,FULLW,342,trip,0
3,FULLW,343,trip,1
2,FULLW,344,trip,0
3,FULLW,345,trip,1
2,FULLW,346,trip,0
3,FULLW,347,trip,1
2,FULLW,348,trip,0
3,FULLW,349,trip,1
2,FULLW,350,trip,0
3,FULLW,351,trip,1
2,FULLW,352,trip,0
3,FULLW,353,trip,1
2,FULLW,354,trip,0
3,FULLW,355,trip,1
2,FULLW,356,trip,0
3,FULLW,357,trip,1
2,FULLW,358,trip,0
3,FULLW,359,trip,1
2,FULLW,360,trip,0
3,FULLW,361,trip,1
2,FULLW,362,trip,0
3,FULLW,363,trip,1
2,FULLW,364,trip,0
3,FULLW,365,trip,1
2,FULLW,366,trip,0
3,FULLW,367,trip,1
2,FULLW,368,trip,1
3,FULLW,369,trip,1
2,FULLW,370,trip,1
3,FULLW,371,trip,1
2,FULLW,372,trip,1
3,FULLW,373,trip,1
2,FULLW,374,trip,1
3,FULLW,375,trip,1
2,FULLW,376,trip,1
3,FULLW,377,trip,1
2,FULLW,378,trip,1
3,FULLW,379,trip,1
2,FULLW,380,trip,1
3,FULLW,381,trip,1
2,FULLW,382,trip,1
3,FULLW,383,trip,1
2,FULLW,384,trip,1
3,FULLW,385,trip,1
2,FULLW,386,trip,1
3,FULLW,387,trip,1
2,FULLW,388,trip,1
3,FULLW,389,trip,1
2,FULLW,390,trip,1
3,FULLW,391,trip,1
2,FULLW,392,trip,1
3,FULLW,393,trip,1
2,FULLW,394,trip,1
3,FULLW,395,trip,1
2,FULLW,396,trip,1
3,FULLW,397,trip,1
2,FULLW,398,trip,1
3,FULLW,399,trip,1
2,FULLW,400,trip,1
3,FULLW,401,trip,1
2,FULLW,402,trip,1
3,FULLW,403,trip,1
2,FULLW,404,trip,1
3,FULLW,405,trip,1
2,FULLW,406,trip,1
3,FULLW,407,trip,1
2,FULLW,408,trip,1
3,FULLW,409,trip,1
2,FULLW,410,trip,1
3,FULLW,411,trip,1
2,FULLW,412,trip,1
3,FULLW,413,trip,1
2,FULLW,414,trip,1
3,FULLW,415,trip,1
2,FULLW,416,trip,1
3,FULLW,417,trip,1
2,FULLW,418,trip,1
3,FULLW,419,trip,1
2,FULLW,420,trip,1
3,FULLW,421,trip,1
2,FULLW,422,trip,1
3,FULLW,423,trip,1
2,FULLW,424,trip,1
3,FULLW,425,trip,1
2,FULLW,426,trip,1
3,FULLW,427,trip,1
2,FULLW,428,trip,1
3,FULLW,429,trip,1
2,FULLW,430,trip,1
3,FULLW,431,trip,1
2,FULLW,432,trip,1
3,FULLW,433,trip,1
2,FULLW,434,trip,1
3,FULLW,435,trip,1
2,FULLW,436,trip,1
3,FULLW,437,trip,1
2,FULLW,438,trip,1
3,FULLW,439,trip,1
2,FULLW,440,trip,1
3,FULLW,441,trip,1
2,FULLW,442,trip,1
3,FULLW,443,trip,1
2,FULLW,444,trip,1
3,FULLW,445,trip,1
2,FULLW,446,trip,1
3,FULLW,447,trip,1
2,FULLW,448,trip,1
3,FULLW,449,trip,1
2,FULLW,450,trip,1
3,FULLW,451,trip,1
2,FULLW,452,trip,1
3,FULLW,453,trip,1
2,FULLW,454,trip,1
3,FULLW,455,trip,1
3,FULLW,456,trip,1
2,FULLW,457,trip,1
3,FULLW,458,trip,1
2,FULLW,459,trip,1
3,FULLW,460,trip,1
2,FULLW,461,trip,1
3,FULLW,462,trip,1
2,FULLW,463,trip,1
3,FULLW,464,trip,1
2,FULLW,465,trip,1
3,FULLW,466,trip,1
2,FULLW,467,trip,1
3,FULLW,468,trip,1
2,FULLW,469,trip,1
3,FULLW,470,trip,1
2,FULLW,471,trip,1
3,FULLW,472,trip,1
2,FULLW,473,trip,1
3,FULLW,474,trip,1
2,FULLW,475,trip,1
3,FULLW,476,trip,1
2,FULLW,477,trip,1
3,FULLW,478,trip,1
2,FULLW,479,trip,1
3,FULLW,480,trip,1
2,FULLW,481,trip,1
3,FULLW,482,trip,1
2,FULLW,483,trip,1
2,FULLW,484,trip,1
2,FULLW,485,trip,1
2,FULLW,486,trip,1
2,FULLW,487,trip,1
2,FULLW,488,trip,1
2,FULLW,489,trip,1
2,FULLW,490,trip,1
2,FULLW,491,trip,1
2,FULLW,492,trip,1
2,FULLW,493,trip,1
2,FULLW,494,trip,1
2,FULLW,495,trip,1
2,FULLW,496,trip,1
2,FULLW,497,trip,1
2,FULLW,498,trip,1
2,FULLW,499,trip,1
2,FULLW,500,trip,1
2,FULLW,501,trip,1
2,FULLW,502,trip,1
2,FULLW,503,trip,1
2,FULLW,504,trip,1
2,FULLW,505,trip,1
2,FULLW,506,trip,1
2,FULLW,507,trip,1
2,FULLW,508,trip,1
2,FULLW,509,trip,1
2,FULLW,510,trip,1
2,FULLW,511,trip,1
2,FULLW,512,trip,1
2,FULLW,513,trip,1
2,FULLW,514,trip,1
2,FULLW,515,trip,1
2,FULLW,516,trip,1
2,FULLW,517,trip,1
2,FULLW,518,trip,1
2,FULLW,519,trip,1
2,FULLW,520,trip,1
2,FULLW,521,trip,1
2,FULLW,522,trip,1
2,FULLW,523,trip,1
2,FULLW,524,trip,1
2,FULLW,525,trip,1
2,FULLW,526,trip,1
2,FULLW,527,trip,1
2,FULLW,528,trip,1
2,FULLW,529,trip,1
2,FULLW,530,trip,1
2,FULLW,531,trip,1
2,FULLW,532,trip,1
2,FULLW,533,trip,1
2,FULLW,534,trip,1
2,FULLW,535,trip,1
2,FULLW,536,trip,1
2,FULLW,537,trip,1
2,FULLW,538,trip,1
2,FULLW,539,trip,1
2,FULLW,540,trip,1
2,FULLW,541,trip,1
2,FULLW,542,trip,1
2,FULLW,543,trip,1
2,FULLW,544,trip,1
2,FULLW,545,trip,1
2,FULLW,546,trip,1
2,FULLW,547,trip,1
2,FULLW,548,trip,1
2,FULLW,549,trip,1
2,FULLW,550,trip,1
2,FULLW,551,trip,1
2,FULLW,552,trip,1
2,FULLW,553,trip,1
